date,VOL
20141112,22722515
20141113,26210433
20141114,29081658
20141117,30318648
20141118,23996457
20141119,26177450
20141120,21510587
20141121,42884795
20141124,35434245
20141125,28007993
20141126,27164877
20141128,21534426
20141201,31191575
20141202,25773478
20141203,23534752
20141204,30887132
20141205,27313453
20141208,26663107
20141209,24360990
20141210,30431788
20141211,29088918
20141212,34248371
20141215,29247761
20141216,47805623
20141217,34982795
20141218,40105650
20141219,64655070
20141222,26565984
20141223,24852217
20141224,11442790
20141226,13197817
20141229,14439548
20141230,16384692
20141231,21552528
20150102,27913852
20150105,39673865
20150106,36447854
20150107,29222067
20150108,29645202
20150109,23944181
20150112,23651887
20150113,35274601
20150114,29719580
20150115,32750825
20150116,35695289
20150120,36162760
20150121,39086095
20150122,35898035
20150123,26211594
20150126,42533313
20150127,169170004
20150128,84507078
20150129,63585273
20150130,78004944
20150202,50354232
20150203,52115448
20150204,39814812
20150205,36548168
20150206,34616550
20150209,31401061
20150210,29670687
20150211,38263386
20150212,33268831
20150213,41915104
20150217,33695749
20150218,27111657
20150219,27650420
20150220,29721733
20150223,32518754
20150224,25271747
20150225,29759820
20150226,28957329
20150227,33807740
20150302,31924049
20150303,31748648
20150304,25748692
20150305,23193541
20150306,36249015
20150309,32107964
20150310,39159743
20150311,32215323
20150312,59990718
20150313,58007714
20150316,35273484
20150317,31673648
20150318,44194782
20150319,33879509
20150320,71904546
20150323,26246099
20150324,25513266
20150325,43469917
20150326,37495635
20150327,34401409
20150330,35049672
20150331,34887219
20150401,36865335
20150402,37487487
20150406,39223703
20150407,28809388
20150408,24753446
20150409,25723871
20150410,28022013
20150413,30276703
20150414,24244889
20150415,27344592
20150416,22509664
20150417,42387779
20150420,46057830
20150421,26013851
20150422,25064283
20150423,46359542
20150424,130936118
20150427,59248192
20150428,60730792
20150429,47804562
20150430,64725657
20150501,39012551
20150504,34039495
20150505,50369197
20150506,52433033
20150507,32971665
20150508,35364924
20150511,24609428
20150512,29928275
20150513,34184623
20150514,32980892
20150515,28642700
20150518,24136508
20150519,28574820
20150520,25047920
20150521,22410822
20150522,25724597
20150526,29581868
20150527,27335654
20150528,19283672
20150529,36523700
20150601,28837332
20150602,21519406
20150603,28002162
20150604,27745542
20150605,25438093
20150608,22121638
20150609,24406957
20150610,28417642
20150611,27347762
20150612,23930979
20150615,33307359
20150616,27070319
20150617,28704069
20150618,32658921
20150619,63837143
20150622,20318055
20150623,25902481
20150624,34890908
20150625,20616006
20150626,49835297
20150629,34081461
20150630,35945398
20150701,28343918
20150702,21752024
20150706,23035468
20150707,36435836
20150708,39785909
20150709,32424678
20150710,25465767
20150713,28178529
20150714,22880260
20150715,26629615
20150716,26271673
20150717,29467107
20150720,30631905
20150721,42781903
20150722,59152427
20150723,33934010
20150724,32333244
20150727,39705820
20150728,34328948
20150729,41048414
20150730,39895783
20150731,31204480
20150803,24125886
20150804,33421786
20150805,27059655
20150806,27368000
20150807,19163038
20150810,23079870
20150811,29273402
20150812,30198532
20150813,22627241
20150814,21473402
20150817,21099746
20150818,23574113
20150819,31489511
20150820,36238227
20150821,70053084
20150824,88754001
20150825,70619160
20150826,63709984
20150827,50943211
20150828,28246725
20150831,34441662
20150901,49811996
20150902,37740000
20150903,28285205
20150904,37210775
20150908,33135574
20150909,33469485
20150910,31366630
20150911,27132527
20150914,23656048
20150915,28882206
20150916,23372162
20150917,32768161
20150918,63153684
20150921,26197875
20150922,28090378
20150923,17145238
20150924,27907330
20150925,29384601
20150928,27613785
20150929,32763557
20150930,34962880
20151001,28657859
20151002,41839035
20151005,34369286
20151006,28176670
20151007,27711492
20151008,33772726
20151009,28600640
20151012,19769066
20151013,19987816
20151014,24697766
20151015,27189389
20151016,26458338
20151019,29474195
20151020,30802235
20151021,25264821
20151022,56637224
20151023,135227059
20151026,64633324
20151027,50999907
20151028,47000753
20151029,30202078
20151030,46619761
20151102,30285008
20151103,36597031
20151104,37087849
20151105,31468485
20151106,32851204
20151109,32515067
20151110,55283697
20151111,36516260
20151112,35361095
20151113,36848175
20151116,32171325
20151117,31551255
20151118,29710030
20151119,28149228
20151120,37147608
20151123,29086987
20151124,24604243
20151125,21005147
20151127,9015132
20151130,56241657
20151201,39952779
20151202,47274879
20151203,38626835
20151204,43963662
20151207,30848377
20151208,32884026
20151209,36373209
20151210,31775826
20151211,39550297
20151214,47006591
20151215,39852295
20151216,37503300
20151217,41280907
20151218,84802264
20151221,37246325
20151222,28322241
20151223,27361131
20151224,9570006
20151228,22458493
20151229,27731403
20151230,21704505
20151231,27334061
20160104,53777963
20160105,34079890
20160106,39531720
20160107,56560000
20160108,48753969
20160111,36943756
20160112,36095539
20160113,66883571
20160114,52381918
20160115,71820917
20160119,43564538
20160120,63282012
20160121,40191157
20160122,37620896
20160125,34707717
20160126,28900867
20160127,36775194
20160128,62515470
20160129,83611686
20160201,44208542
20160202,56313803
20160203,57559814
20160204,46987123
20160205,62008994
20160208,59290497
20160209,46740474
20160210,38237197
20160211,48879576
20160212,34243324
20160216,37291208
20160217,40788968
20160218,27176035
20160219,33559074
20160222,25008291
20160223,28895274
20160224,33014457
20160225,26939467
20160226,35975925
20160229,31654036
20160301,33046379
20160302,29289884
20160303,24427813
20160304,33034150
20160307,38428816
20160308,33892319
20160309,28251588
20160310,38387804
20160311,32275677
20160314,24083616
20160315,21104763
20160316,31692942
20160317,28223947
20160318,67625518
20160321,23925716
20160322,23180234
20160323,20129015
20160324,19949972
20160328,17025050
20160329,23924331
20160330,23008260
20160331,26360495
20160401,24399194
20160404,18928893
20160405,19272255
20160406,21188750
20160407,19225092
20160408,22167223
20160411,21414229
20160412,24944288
20160413,20817961
20160414,20877108
20160415,28793753
20160418,23790008
20160419,29596827
20160420,36195740
20160421,39571897
20160422,126994583
20160425,33227057
20160426,33538636
20160427,43369256
20160428,43134846
20160429,48411584
20160502,33114539
20160503,26460244
20160504,24257916
20160505,25393682
20160506,24787301
20160509,17951598
20160510,22890966
20160511,24039272
20160512,24102781
20160513,22592342
20160516,20032017
20160517,27817414
20160518,24907532
20160519,23842358
20160520,23905875
20160523,26118720
20160524,34957944
20160525,24204718
20160526,24335223
20160527,17721438
20160531,37653081
20160601,25324828
20160602,22840949
20160603,23368584
20160606,18249871
20160607,20866770
20160608,21169202
20160609,20305664
20160610,25843151
20160613,83217844
20160614,42577106
20160615,33758264
20160616,31188606
20160617,45710516
20160620,35607946
20160621,34097940
20160622,29394784
20160623,29030456
20160624,133503094
20160627,50576916
20160628,38140658
20160629,31304021
20160630,28527781
20160701,21401064
20160705,24806351
20160706,28167461
20160707,19585194
20160708,28391026
20160711,22269263
20160712,27317555
20160713,25360841
20160714,24545520
20160715,32024385
20160718,31450364
20160719,53372533
20160720,89894501
20160721,32776653
20160722,32157167
20160725,25610587
20160726,28078995
20160727,32327477
20160728,37550411
20160729,30558718
20160801,26003419
20160802,35121958
20160803,22075616
20160804,26587749
20160805,29835221
20160808,19473499
20160809,16920721
20160810,15756913
20160811,18198519
20160812,21655161
20160815,19283979
20160816,20523493
20160817,18856423
20160818,14214341
20160819,17271044
20160822,15221922
20160823,18732373
20160824,18226798
20160825,18552579
20160826,20971202
20160829,16417207
20160830,16930185
20160831,20860312
20160901,26075363
20160902,18900489
20160906,16278416
20160907,17493366
20160908,20853295
20160909,35113934
20160912,29303806
20160913,30130213
20160914,24274273
20160915,27062614
20160916,44606965
20160919,20961382
20160920,17383982
20160921,33707272
20160922,19822303
20160923,19955336
20160926,21697710
20160927,28065071
20160928,20537415
20160929,25463536
20160930,29910788
20161003,19189515
20161004,20086050
20161005,16726411
20161006,16212611
20161007,20089020
20161010,18196509
20161011,26497418
20161012,22177508
20161013,25313748
20161014,27402451
20161017,23830018
20161018,19149512
20161019,22878397
20161020,49455612
20161021,80032206
20161024,54081978
20161025,35137281
20161026,29911542
20161027,28479856
20161028,33573684
20161031,26434697
20161101,24655986
20161102,22147005
20161103,21600428
20161104,28697016
20161107,31664798
20161108,22935355
20161109,49632479
20161110,57822394
20161111,38776851
20161114,41328422
20161115,35935026
20161116,27332875
20161117,32132728
20161118,27686311
20161121,19652595
20161122,23206700
20161123,21848913
20161125,8409719
20161128,20732619
20161129,22366721
20161130,34655435
20161201,34542175
20161202,25515665
20161205,23552758
20161206,19907035
20161207,30809269
20161208,21226753
20161209,27349356
20161212,20198183
20161213,35721068
20161214,30352674
20161215,27671197
20161216,42453083
20161219,34338219
20161220,26028410
20161221,17096325
20161222,22176642
20161223,12403819
20161227,11763173
20161228,14653448
20161229,10250582
20161230,25579908
20170103,20694196
20170104,21339969
20170105,24876968
20170106,19922919
20170109,20382730
20170110,18593004
20170111,21517335
20170112,20968223
20170113,19422310
20170117,20663983
20170118,19670102
20170119,18451655
20170120,30333462
20170123,23097581
20170124,24672940
20170125,24654933
20170126,43514645
20170127,44796522
20170130,31651790
20170131,25270549
20170201,39671638
20170202,45827499
20170203,30301759
20170206,19796360
20170207,20277226
20170208,18294416
20170209,22644443
20170210,18170729
20170213,22920126
20170214,23108426
20170215,17005557
20170216,20546506
20170217,21248818
20170221,20658019
20170222,19292651
20170223,20273158
20170224,21796800
20170227,15871807
20170228,23239825
20170301,26937459
20170302,24540129
20170303,18139405
20170306,18750255
20170307,18521387
20170308,21510907
20170309,19846832
20170310,19538245
20170313,20100035
20170314,14280202
20170315,24835341
20170316,20701296
20170317,49219686
20170320,14598083
20170321,26640480
20170322,20680021
20170323,19269221
20170324,22641105
20170327,18614837
20170328,20091108
20170329,13618424
20170330,15122823
20170331,21040983
20170403,20400871
20170404,12997449
20170405,21448594
20170406,18103453
20170407,14108533
20170410,18013042
20170411,18791533
20170412,17108513
20170413,17927483
20170417,16689265
20170418,15155611
20170419,26992771
20170420,22300277
20170421,32522645
20170424,29769991
20170425,30242730
20170426,26190770
20170427,35013033
20170428,39548818
20170501,31954362
20170502,23906119
20170503,28928021
20170504,21749409
20170505,19128782
20170508,18566087
20170509,22858414
20170510,17977830
20170511,28789413
20170512,18714418
20170515,31530301
20170516,34959251
20170517,30573281
20170518,25201274
20170519,26961119
20170522,16237550
20170523,15425824
20170524,14666866
20170525,21951595
20170526,19827923
20170530,17072838
20170531,30436364
20170601,21604056
20170602,35470261
20170605,33316810
20170606,31511065
20170607,22301819
20170608,24588270
20170609,49187396
20170612,47761743
20170613,25255954
20170614,25510685
20170615,26068709
20170616,48345085
20170619,23798368
20170620,21512231
20170621,19891051
20170622,22965738
20170623,27617291
20170626,19606974
20170627,25215658
20170628,25806200
20170629,29079715
20170630,24161081
20170703,16165552
20170705,21176272
20170706,21117572
20170707,16878317
20170710,15014503
20170711,17461122
20170712,17750925
20170713,20269816
20170714,25871052
20170717,21803907
20170718,26435624
20170719,22416222
20170720,42361025
20170721,46923265
20170724,21394826
20170725,22019381
20170726,16364204
20170727,36844220
20170728,18306680
20170731,23613745
20170801,20825331
20170802,26499158
20170803,18214489
20170804,22603952
20170807,18705681
20170808,22044587
20170809,1
20170810,24734461
20170811,21443675
20170814,20096592
20170815,19181402
20170816,18150402
20170817,23494321
20170818,18761491
20170821,17734767
20170822,14343947
20170823,13766507
20170824,17098282
20170825,12794301
20170828,14569715
20170829,11478599
20170830,16897801
20170831,27652811
20170901,21736161
20170905,22242384
20170906,16535785
20170907,17471700
20170908,14703816
20170911,17910383
20170912,14394850
20170913,13380802
20170914,15735498
20170915,38578441
20170918,23306959
20170919,16093344
20170920,21587878
20170921,19186140
20170922,14111365
20170925,24149163
20170926,18019577
20170927,19565135
20170928,10883787
20170929,17079116
20171002,15490262
20171003,12190403
20171004,13317681
20171005,21195261
20171006,13959814
20171009,11386502
20171010,13944545
20171011,15388898
20171012,16876538
20171013,15335742
20171016,12380093
20171017,17823989
20171018,13300701
20171019,15092758
20171020,22866426
20171023,20627173
20171024,17517182
20171025,20410808
20171026,32159763
20171027,71071869
20171030,31756773
20171031,27094125
20171101,22307371
20171102,23992945
20171103,17677297
20171106,19860852
20171107,17967963
20171108,18071170
20171109,21179856
20171110,19397793
20171113,14196896
20171114,18801280
20171115,19383102
20171116,20962750
20171117,22078993
20171120,16314978
20171121,21271254
20171122,20553089
20171124,7425638
20171127,18266142
20171128,21927077
20171129,27382918
20171130,33056647
20171201,29226312
20171204,38784696
20171205,26152261
20171206,26161354
20171207,23184547
20171208,24489106
20171211,22857854
20171212,23924124
20171213,22180494
20171214,19305961
20171215,53940814
20171218,22283752
20171219,23524787
20171220,23674931
20171221,17990745
20171222,14145841
20171226,9891237
20171227,14678025
20171228,10594344
20171229,18717406
