,cusip,conm,tic,rdq_1,atq_1,dlttq_1,ltq_1,cheq_1,oibdpq_1,ppentq_1,piq_1,revtq_1,niq_1,cogsq_1,xoprq_1,xintq_1,oiadpq_1,dlcq_1,rdq_2,atq_2,dlttq_2,ltq_2,cheq_2,oibdpq_2,ppentq_2,piq_2,revtq_2,niq_2,cogsq_2,xoprq_2,xintq_2,oiadpq_2,dlcq_2,rdq_3,atq_3,dlttq_3,ltq_3,cheq_3,oibdpq_3,ppentq_3,piq_3,revtq_3,niq_3,cogsq_3,xoprq_3,xintq_3,oiadpq_3,dlcq_3,rdq_4,atq_4,dlttq_4,ltq_4,cheq_4,oibdpq_4,ppentq_4,piq_4,revtq_4,niq_4,cogsq_4,xoprq_4,xintq_4,oiadpq_4,dlcq_4,rdq_5,atq_5,dlttq_5,ltq_5,cheq_5,oibdpq_5,ppentq_5,piq_5,revtq_5,niq_5,cogsq_5,xoprq_5,xintq_5,oiadpq_5,dlcq_5,rdq_6,atq_6,dlttq_6,ltq_6,cheq_6,oibdpq_6,ppentq_6,piq_6,revtq_6,niq_6,cogsq_6,xoprq_6,xintq_6,oiadpq_6,dlcq_6,rdq_7,atq_7,dlttq_7,ltq_7,cheq_7,oibdpq_7,ppentq_7,piq_7,revtq_7,niq_7,cogsq_7,xoprq_7,xintq_7,oiadpq_7,dlcq_7,rdq_8,atq_8,dlttq_8,ltq_8,cheq_8,oibdpq_8,ppentq_8,piq_8,revtq_8,niq_8,cogsq_8,xoprq_8,xintq_8,oiadpq_8,dlcq_8,rdq_9,atq_9,dlttq_9,ltq_9,cheq_9,oibdpq_9,ppentq_9,piq_9,revtq_9,niq_9,cogsq_9,xoprq_9,xintq_9,oiadpq_9,dlcq_9,rdq_10,atq_10,dlttq_10,ltq_10,cheq_10,oibdpq_10,ppentq_10,piq_10,revtq_10,niq_10,cogsq_10,xoprq_10,xintq_10,oiadpq_10,dlcq_10,rdq_11,atq_11,dlttq_11,ltq_11,cheq_11,oibdpq_11,ppentq_11,piq_11,revtq_11,niq_11,cogsq_11,xoprq_11,xintq_11,oiadpq_11,dlcq_11,rdq_12,atq_12,dlttq_12,ltq_12,cheq_12,oibdpq_12,ppentq_12,piq_12,revtq_12,niq_12,cogsq_12,xoprq_12,xintq_12,oiadpq_12,dlcq_12
59,81765M10,SERVIDYNE INC,SERV.1,1997-08-20,96.75,40.32,74.719,5.848,1.837,44.19,0.172,45.13,0.101,40.529,43.293,1.092,1.134,7.854,1997-11-20,106.098,45.201,81.272,3.226,6.331,58.534,4.745,55.166,2.954,45.845,48.835,1.041,5.63,7.818,1998-02-26,112.517,63.152,87.766,15.486,1.896,60.425,0.067,33.716,0.042,28.571,31.82,1.304,1.149,1.409,1998-05-28,121.309,62.939,96.773,13.24,1.48,67.12,-0.152,43.77,-0.098,37.721,42.29,1.229,0.777,1.586,1998-08-20,120.846,57.507,96.764,4.956,1.398,65.024,-0.483,51.741,-0.307,47.587,50.343,1.263,0.617,6.812,1998-11-18,120.647,57.323,97.031,5.345,2.36,65.442,0.435,49.679,-0.319,46.036,47.319,1.313,1.597,8.66,1999-02-19,111.072,57.072,88.455,4.505,1.562,64.871,-0.437,27.942,-0.853,23.919,26.38,1.32,0.795,7.984,1999-06-08,126.133,56.554,102.86,7.449,2.542,64.68,0.543,42.361,0.803,36.86,39.819,1.263,1.73,14.924,1999-08-25,126.549,63.684,102.15,3.499,3.855,73.32,1.926,53.403,1.244,46.833,49.548,1.223,3.034,3.072,1999-11-19,128.969,34.492,104.539,3.616,2.229,72.742,-0.088,47.687,0.148,43.874,45.458,1.487,1.308,3.312,2000-02-23,110.675,52.248,89.405,4.44,1.552,61.763,-0.335,30.087,-3.042,26.366,28.535,1.374,0.945,12.399,2000-05-30,102.846,51.93,80.5,7.269,4.236,61.457,2.361,42.956,1.193,35.591,38.72,1.302,3.517,1.363
60,19104210,COBRA ELECTRONICS CORP,COBR,1997-05-14,41.532,0.0,22.724,1.442,1.09,5.775,0.093,17.915,0.093,13.691,16.825,0.262,0.378,11.014,1997-07-31,48.266,0.0,28.209,3.112,2.256,5.908,1.249,29.472,1.249,23.069,27.216,0.309,1.549,14.39,1997-10-30,52.598,0.0,29.663,0.878,2.486,5.11,2.625,31.353,2.625,23.845,28.867,0.357,1.746,12.604,1998-03-13,48.279,0.0,24.606,1.815,2.262,4.711,0.725,25.358,0.725,18.744,23.096,0.348,1.223,11.146,1998-05-12,48.62,0.0,24.706,0.343,0.936,4.716,0.237,21.172,0.237,16.499,20.236,0.238,0.514,13.059,1998-07-30,47.357,0.0,22.129,0.071,1.811,4.806,1.264,22.44,1.264,16.533,20.629,0.281,1.367,11.85,1998-10-30,55.649,0.0,30.335,0.426,1.614,5.157,0.678,26.223,0.678,19.309,24.609,0.296,1.204,19.772,1999-02-25,64.419,0.0,26.923,0.1,2.094,4.749,1.618,33.579,12.021,24.871,31.485,0.389,1.829,14.457,1999-05-11,62.976,0.0,25.38,1.343,0.87,4.689,0.06,19.874,0.037,14.405,19.004,0.258,0.466,14.148,1999-07-29,60.319,0.0,22.264,0.421,1.86,4.608,1.275,26.213,0.833,19.262,24.353,0.242,1.422,10.83,1999-10-22,64.893,0.0,26.044,0.732,2.341,4.62,1.327,34.346,0.885,25.643,32.005,0.197,1.902,11.067,2000-02-24,59.579,0.0,18.007,0.093,3.33,4.822,3.095,38.26,2.228,27.672,34.93,0.181,3.052,4.115
61,08907230,BIG BUCK BREWERY&STEAKHOUSE,BBUCQ,1997-05-05,15.412,2.061,3.23,2.226,-0.247,12.755,-0.355,1.117,-0.355,1.003,1.364,0.059,-0.344,0.251,1997-07-31,15.981,3.398,4.057,1.269,-0.075,14.229,-0.258,1.775,-0.258,1.489,1.85,0.091,-0.204,0.251,1997-11-12,21.308,7.336,9.58,0.532,0.006,18.244,-0.196,2.163,-0.196,1.7,2.157,0.082,-0.126,0.251,1998-02-23,20.808,7.275,9.104,0.354,0.254,18.341,-0.231,4.042,-0.231,3.327,3.788,0.179,-0.043,0.25,1998-04-30,19.947,7.211,8.732,0.439,0.23,18.51,-0.142,3.965,-0.489,3.311,3.735,0.188,0.042,0.249,1998-08-12,19.586,7.149,8.74,0.098,0.003,18.369,-0.37,3.612,-0.37,3.174,3.609,0.187,-0.184,0.25,1998-11-11,19.742,7.089,9.042,0.164,0.232,18.332,-0.145,4.089,-0.145,3.445,3.857,0.191,0.044,0.246,1999-03-18,20.82,7.03,10.308,0.5,0.112,18.848,-0.356,3.896,-0.356,3.267,3.784,0.25,-0.105,1.644,1999-05-21,20.825,6.954,10.787,0.12,-0.059,19.391,-0.477,3.287,-0.474,2.688,3.346,0.216,-0.261,1.639,1999-08-19,20.952,6.906,11.042,0.135,0.025,19.445,-0.378,3.255,-0.378,2.729,3.23,0.206,-0.177,1.644,1999-11-16,20.641,6.824,10.787,0.1,0.371,19.26,-0.055,3.852,-0.055,3.205,3.481,0.225,0.169,1.644,2000-03-31,21.461,6.721,11.812,0.369,0.128,19.731,-0.379,3.488,-0.382,3.003,3.36,0.242,-0.036,2.487
62,49285410,KEWAUNEE SCIENTIFIC CORP,KEQU,1997-08-18,29.544,0.0,12.494,0.03,1.366,9.477,0.931,17.662,0.559,13.13,16.296,0.052,0.972,1.18,1997-11-14,31.767,0.0,14.216,0.008,1.324,9.476,0.903,18.442,0.541,14.104,17.118,0.047,0.939,1.663,1998-02-17,31.051,0.0,12.977,0.007,1.334,9.527,0.971,17.333,0.583,12.654,15.999,0.037,0.998,0.572,1998-06-03,31.866,0.0,12.827,1.809,1.629,10.034,1.432,19.6,0.88,14.4,17.971,0.013,1.432,0.0,1998-08-18,31.661,0.0,11.935,0.471,1.755,10.697,1.277,19.624,0.766,14.746,17.869,0.012,1.299,0.0,1998-11-16,32.924,0.0,12.687,0.12,1.509,11.048,1.007,19.253,0.605,14.759,17.744,0.014,1.039,0.0,1999-02-16,35.026,0.0,14.3,0.5,1.438,11.743,1.06,18.404,0.635,13.966,16.966,0.037,1.102,2.422,1999-06-03,36.035,0.0,14.003,0.008,2.244,12.125,2.266,20.197,1.39,14.746,17.953,0.033,1.941,0.939,1999-08-16,37.722,0.0,14.899,0.008,1.863,12.148,1.47,20.065,0.904,14.933,18.202,0.039,1.361,2.249,1999-11-15,37.168,0.0,13.715,0.011,1.665,12.941,1.204,19.551,0.74,14.703,17.886,0.052,1.162,2.121,2000-02-15,35.409,0.0,11.206,0.008,1.599,13.299,1.1,16.945,0.88,12.276,15.346,0.032,1.108,0.458,2000-06-01,39.316,0.0,14.181,0.009,1.495,13.506,1.037,18.237,1.037,13.835,16.742,0.046,1.023,2.555
63,12486710,CCA INDUSTRIES INC,CAW,1997-04-09,17.985,0.0,5.977,3.028,0.531,0.702,0.516,8.617,0.31,2.983,8.086,0.003,0.438,0.082,1997-07-15,19.685,0.0,6.977,3.921,1.233,0.618,1.214,10.553,0.707,3.851,9.32,0.002,1.143,0.027,1997-10-15,19.839,0.0,6.391,3.343,1.196,0.537,1.182,10.227,0.726,3.755,9.031,0.001,1.101,0.0,1998-02-06,19.224,0.0,5.14,5.577,0.401,0.486,0.361,8.312,0.288,3.495,7.911,0.0,0.303,0.0,1998-04-15,21.968,0.0,7.502,4.219,0.597,0.521,0.609,9.352,0.376,3.512,8.755,0.0,0.523,0.0,1998-07-14,23.372,0.0,8.121,3.464,1.426,0.541,1.443,10.323,0.805,3.894,8.897,0.0,1.345,0.697,1998-10-13,24.786,0.0,9.147,2.379,0.573,0.745,0.554,9.775,0.44,3.294,9.202,0.0,0.483,0.811,1999-02-24,24.01,0.0,8.411,2.175,0.147,0.867,0.113,7.953,0.047,3.21,7.806,0.0,0.05,1.55,1999-04-19,25.377,0.0,9.724,1.729,0.103,0.837,0.046,8.657,0.072,3.441,8.554,0.0,0.005,2.7,1999-07-15,26.091,0.0,10.255,2.04,0.829,0.817,0.796,11.11,0.181,3.951,10.281,0.0,0.753,1.9,1999-10-15,22.772,0.0,8.107,1.908,0.071,0.765,0.061,8.632,-1.092,3.395,8.561,0.0,-0.042,1.9,2000-02-25,21.495,0.0,6.329,2.297,0.426,0.74,0.467,8.527,0.548,2.779,8.101,0.0,0.369,1.4
64,29157510,EMONS TRANSPORATION GROUP,EMON.1,1996-11-12,23.521,10.678,17.715,1.325,0.817,18.975,0.289,3.93,0.176,2.378,3.113,0.251,0.519,1.004,1997-02-10,23.732,10.729,17.713,1.422,0.856,19.293,0.335,4.094,0.204,2.477,3.238,0.249,0.562,1.038,1997-05-12,23.733,10.795,17.6,1.509,0.531,19.188,0.167,3.853,0.102,2.574,3.322,0.265,0.239,1.209,1997-09-09,24.302,10.976,17.863,1.515,0.894,19.393,0.38,4.181,0.292,2.461,3.287,0.244,0.607,0.888,1997-11-12,24.539,10.869,17.868,1.815,0.865,19.536,0.242,4.103,0.221,2.474,3.238,0.348,0.565,0.988,1998-02-11,25.951,11.338,18.638,2.331,0.866,20.607,0.452,4.071,0.43,2.419,3.205,0.201,0.563,1.175,1998-05-13,25.845,11.107,18.391,2.085,0.624,20.699,0.162,4.293,0.126,2.847,3.669,0.204,0.301,0.96,1998-09-14,28.673,11.007,17.039,2.677,1.1,20.659,0.632,4.978,4.141,2.973,3.878,0.298,0.768,1.335,1998-11-05,28.068,10.561,15.964,1.751,1.243,21.115,0.718,5.151,0.454,3.04,3.908,0.223,0.913,0.744,1999-02-11,33.582,15.443,21.195,1.845,1.076,26.334,0.525,5.248,0.268,3.255,4.172,0.228,0.729,0.662,1999-05-11,34.668,15.368,21.877,2.674,1.276,26.389,0.602,6.23,0.371,3.942,4.954,0.304,0.876,0.5,1999-09-09,35.026,14.213,20.778,2.028,1.635,26.837,0.853,6.25,1.614,3.587,4.615,0.305,1.046,0.651
65,80412020,SAUCONY INC  -CL B,SCNYB,1997-05-12,74.86,3.168,24.021,2.478,1.751,9.176,0.987,25.217,0.284,16.268,23.466,0.249,1.387,12.064,1997-08-14,67.118,1.129,16.947,3.024,0.882,8.117,-0.474,24.398,-0.469,15.492,23.516,0.251,0.526,7.212,1997-11-07,66.474,1.011,15.863,5.583,1.337,7.948,1.046,24.636,0.409,15.775,23.299,0.165,0.898,6.819,1998-04-03,61.624,0.771,16.151,4.58,-1.046,8.135,-5.013,19.36,-4.942,13.042,20.406,0.223,-1.481,7.725,1998-05-01,68.754,0.688,22.307,2.291,2.453,8.114,1.895,29.624,0.974,19.238,27.171,0.221,2.04,11.055,1998-08-04,64.474,0.615,17.451,3.004,1.663,8.027,1.168,26.562,0.673,16.05,24.899,0.195,1.233,6.504,1998-11-07,63.216,0.559,15.991,2.838,1.552,7.95,1.302,26.056,0.8,16.354,24.504,0.16,1.1,3.881,1999-03-01,69.879,0.559,21.407,5.674,1.173,8.123,0.873,22.832,1.132,14.145,21.659,0.157,0.632,10.682,1999-05-05,77.836,0.516,26.181,1.785,6.35,8.162,5.792,42.614,3.333,26.523,36.264,0.146,5.888,12.038,1999-07-28,78.807,0.451,24.4,2.572,4.53,8.111,3.813,37.78,2.257,23.096,33.25,0.246,4.057,11.185,1999-11-01,82.184,0.357,24.317,4.854,6.14,8.343,5.442,43.591,3.094,25.624,37.451,0.201,5.681,11.031,2000-02-08,77.181,0.292,17.911,3.515,3.038,8.279,2.542,30.706,1.635,18.129,27.668,0.09,2.57,4.585
66,90335C10,U S HOME SYSTEMS INC,USHS,1997-05-17,10.744,0.387,3.433,1.233,0.447,1.672,0.318,3.002,0.196,1.243,2.555,0.07,0.367,1.697,1997-08-19,10.182,0.162,3.078,0.653,0.423,1.599,0.25,2.973,0.157,1.212,2.55,0.087,0.314,2.528,1997-11-20,10.528,0.826,3.57,0.736,0.253,1.55,-0.142,3.241,-0.144,1.391,2.988,0.091,0.145,2.134,1998-04-16,10.6,0.892,3.743,0.791,0.211,1.808,-0.391,3.482,-0.214,1.779,3.271,0.103,0.077,2.211,1998-05-19,9.886,0.859,2.89,0.661,0.403,1.751,0.217,3.029,0.148,1.374,2.626,0.104,0.307,1.451,1998-08-13,9.501,0.743,2.348,0.418,0.426,1.692,0.26,2.851,0.166,1.26,2.425,0.075,0.327,1.196,1998-11-19,8.679,0.666,1.694,0.834,0.073,1.626,-0.24,2.48,-0.324,1.238,2.407,0.059,-0.189,0.611,1999-03-17,8.068,0.665,1.412,0.831,0.124,1.574,-0.176,2.642,-0.125,1.255,2.518,0.048,0.047,0.244,1999-05-13,8.0,0.664,1.276,1.041,0.204,1.537,0.108,2.327,0.077,1.026,2.123,0.032,0.119,0.17,1999-08-13,7.928,0.663,1.176,0.325,0.156,1.496,0.062,2.19,0.037,0.886,2.034,0.03,0.07,0.146,1999-11-12,8.401,1.186,1.841,0.431,0.167,1.463,-0.281,2.319,-0.183,1.015,2.152,0.036,0.081,0.232,2000-03-30,8.24,1.602,2.441,0.514,-0.043,1.406,-0.213,2.599,-0.161,1.276,2.642,0.054,-0.129,0.271
67,01023E10,ALABAMA AIRCRAFT INDUSTRIES,AAIIQ,1997-05-20,58.249,6.191,47.248,0.37,-1.443,12.532,-2.461,35.018,-2.527,36.461,36.461,0.325,-2.065,7.046,1997-08-14,60.238,5.707,53.833,0.0,-3.747,12.074,-4.945,35.715,-4.99,39.462,39.462,0.325,-4.365,7.426,1997-11-18,59.371,21.731,58.587,0.0,-4.98,11.622,-5.963,28.742,-6.002,33.722,33.722,0.352,-5.567,0.524,1998-04-21,46.333,0.0,62.67,0.369,-0.97,12.133,-10.773,22.783,-19.631,23.753,23.753,0.527,-1.659,24.784,1998-05-19,45.321,0.0,57.12,0.102,2.54,11.41,4.563,34.454,4.538,27.266,31.914,0.667,1.992,21.749,1998-08-27,48.679,0.0,57.698,0.392,4.254,11.165,2.807,39.219,2.782,30.274,34.965,0.637,3.825,21.106,1998-11-19,51.851,0.0,59.351,0.296,2.911,11.176,1.488,32.092,1.518,25.355,29.181,0.991,2.263,23.872,1999-04-01,49.469,21.824,55.509,0.193,2.358,10.646,-0.496,36.005,1.216,31.045,33.647,1.073,1.587,1.453,1999-05-18,54.462,24.541,58.552,1.08,3.854,10.523,2.035,39.885,1.95,30.114,36.031,0.962,3.421,1.14,1999-08-17,61.524,25.086,62.785,1.473,4.189,10.906,2.924,39.718,2.829,32.07,35.529,0.66,3.702,0.237,1999-11-16,57.758,20.109,57.232,1.753,4.46,11.146,1.837,45.891,1.787,35.947,41.431,0.825,3.463,0.36,2000-03-30,57.403,4.168,57.265,0.527,-2.772,11.556,-3.295,43.779,-0.389,36.253,46.551,0.819,-2.994,15.104
68,69283050,P & F INDUSTRIES  -CL A,PFIN,1997-04-30,29.337,5.249,12.174,1.555,0.875,5.645,0.593,9.189,0.361,5.834,8.314,0.141,0.705,1.911,1997-07-28,30.402,5.21,12.752,0.834,1.006,5.624,0.794,10.533,0.488,6.768,9.527,0.153,0.837,1.904,1997-10-29,36.331,5.172,17.222,0.945,-1.212,5.499,1.523,11.869,1.414,10.123,13.081,0.207,-1.382,4.402,1998-03-19,32.649,5.125,12.528,2.092,1.481,5.658,1.315,15.02,0.794,10.415,13.539,0.193,1.343,0.157,1998-05-06,33.097,3.717,12.022,1.079,1.578,5.763,1.253,12.529,0.781,10.951,10.951,0.116,1.357,0.157,1998-08-06,34.783,3.678,12.703,1.615,1.636,5.93,1.517,11.779,0.95,10.143,10.143,0.128,1.426,2.066,1998-11-12,51.567,14.588,28.266,1.324,2.135,10.205,1.96,13.915,1.221,11.78,11.78,0.16,1.917,3.91,1999-03-24,48.078,10.193,23.628,2.281,2.126,10.628,1.796,19.14,0.991,17.014,17.014,0.368,1.796,4.025,1999-05-06,53.01,9.904,27.58,1.571,2.003,10.996,1.552,17.876,0.961,12.151,15.873,0.288,1.608,8.276,1999-08-05,52.271,8.306,26.086,0.367,1.771,11.229,1.225,16.889,0.754,11.223,15.118,0.314,1.335,8.84,1999-11-02,62.16,7.67,34.732,0.593,2.609,11.278,1.972,20.219,1.234,13.624,17.61,0.371,2.204,13.445,2000-03-09,54.24,7.325,25.215,1.305,3.035,11.004,2.449,26.953,1.597,18.576,23.918,0.416,2.676,6.948
69,70963510,PENTECH INTERNATIONAL INC,PNTK,1997-02-20,36.777,2.3,20.695,0.707,0.789,4.149,0.09,12.54,0.054,7.807,11.751,0.367,0.549,13.993,1997-05-14,36.421,2.3,20.037,0.0,1.352,3.906,-1.101,10.852,-0.661,6.591,9.5,0.34,0.825,13.705,1997-07-28,45.038,2.1,27.744,0.043,2.146,3.937,1.516,21.333,0.91,13.667,19.187,0.39,1.906,19.838,1997-12-16,42.504,2.3,24.913,0.649,0.655,3.964,0.076,16.081,0.297,10.81,15.426,0.487,0.562,17.538,1998-02-09,37.65,2.2,20.037,1.241,0.614,3.718,0.032,10.888,0.02,6.412,10.274,0.349,0.38,14.46,1998-05-15,37.535,2.1,20.343,0.0,-1.115,3.735,-0.706,10.48,-0.438,7.08,11.595,0.332,-1.347,13.914,1998-08-11,45.368,2.1,27.302,0.056,1.955,3.728,1.36,21.931,0.843,14.763,19.976,0.362,1.722,19.579,1999-01-13,41.583,2.0,26.825,0.76,-2.75,3.562,-3.555,14.186,-3.929,12.052,16.936,0.486,-3.094,18.918,1999-02-12,35.209,1.9,21.092,0.345,-0.021,3.362,-0.641,10.568,-0.641,7.051,10.589,0.376,-0.267,15.35,1999-05-12,34.123,1.8,21.088,0.219,-0.258,3.405,-0.813,9.187,-0.813,5.842,9.445,0.324,-0.504,15.083,1999-07-21,43.243,1.6,28.191,0.0,2.7,3.139,2.045,25.473,2.045,16.68,22.773,0.347,2.404,19.991,1999-12-21,36.094,1.5,22.109,0.181,-0.247,3.154,-0.925,15.721,-0.925,10.915,15.968,0.424,-0.5,14.182
70,20374430,COMMUNITY MEDICAL TRANSPORT,CMTI,1997-05-08,23.436,5.52,10.079,2.595,0.515,3.477,0.209,6.001,0.112,3.885,5.486,0.146,0.322,1.536,1997-08-11,24.534,5.881,10.042,2.261,0.552,3.823,0.216,5.888,0.103,3.793,5.336,0.161,0.345,1.607,1997-11-13,18.613,6.429,11.738,1.928,-0.706,4.338,-9.049,5.546,-8.272,4.092,6.252,0.184,-0.903,1.537,1998-03-31,18.693,5.566,11.985,2.061,-0.159,4.385,-0.577,5.379,-0.167,3.846,5.538,0.171,-0.412,2.388,1998-05-12,17.648,1.852,11.13,2.365,0.217,4.164,-0.19,4.872,-0.19,3.272,4.655,0.18,-0.029,5.693,1998-08-12,16.174,0.602,9.703,1.864,0.409,4.011,-0.047,4.732,-0.047,3.024,4.323,0.178,0.117,6.281,1998-11-12,15.589,0.519,9.189,1.342,0.348,3.782,-0.071,4.524,-0.071,3.087,4.176,0.153,0.071,6.051,1999-04-15,14.439,4.54,8.77,0.916,-0.83,3.535,-1.253,4.117,-0.737,2.961,4.947,0.152,-1.109,1.701,1999-05-17,15.597,4.948,9.483,0.748,0.236,3.424,-0.164,4.045,0.445,2.677,3.809,0.126,-0.039,1.547,1999-08-19,15.497,1.015,9.595,0.535,0.196,3.165,-0.212,4.14,-0.212,2.766,3.944,0.119,-0.097,5.794,1999-11-19,14.621,4.821,9.02,0.269,0.143,2.918,-0.331,4.058,-0.331,2.78,3.915,0.188,-0.143,1.5,2000-04-14,12.399,0.234,8.487,0.152,-0.981,2.657,-1.512,3.597,-1.689,2.564,4.578,0.276,-1.234,6.221
71,02790410,AMERICAN MEDICAL ALERT CORP,AMAC,1997-05-15,6.839,0.46,1.107,0.391,0.497,3.127,0.314,1.73,0.175,0.528,1.233,0.012,0.326,0.009,1997-08-07,7.096,0.007,1.082,0.232,0.578,3.227,0.38,1.847,0.213,0.618,1.269,0.012,0.391,0.459,1997-10-29,7.66,0.005,1.369,0.272,0.645,3.645,0.422,2.169,0.238,0.872,1.524,0.011,0.433,0.46,1998-03-16,7.252,0.003,0.782,0.305,0.584,3.733,0.362,1.891,0.179,0.589,1.307,0.012,0.374,0.159,1998-04-28,8.014,0.187,1.243,0.448,0.694,4.005,0.463,2.044,0.255,0.599,1.35,0.007,0.469,0.06,1998-08-03,8.094,0.145,1.008,0.476,0.668,4.15,0.415,2.001,0.234,0.542,1.333,0.003,0.415,0.117,1998-10-26,8.382,0.178,0.956,0.514,0.759,4.252,0.503,2.136,0.28,0.543,1.377,0.004,0.503,0.069,1999-03-17,9.924,0.149,0.897,1.42,0.668,4.541,0.345,2.116,0.218,0.57,1.448,0.008,0.352,0.044,1999-05-17,10.394,0.152,1.064,1.277,0.731,4.933,0.428,2.196,0.24,0.578,1.465,0.006,0.426,0.064,1999-08-11,10.742,0.152,1.162,0.981,0.71,5.08,0.433,2.26,0.25,0.601,1.55,0.004,0.432,0.05,1999-11-15,11.181,0.373,1.409,0.917,0.804,5.18,0.343,2.309,0.193,0.555,1.505,0.009,0.463,0.134,2000-03-29,11.385,0.283,1.37,0.954,0.548,5.504,0.315,2.46,0.193,0.736,1.912,0.004,0.199,0.099
72,44934S20,ICAD INC,ICAD,1997-04-11,12.089,5.66,9.021,0.251,-0.525,1.853,-1.065,1.43,-1.065,0.772,1.955,0.103,-0.962,0.0,1997-07-11,9.28,2.181,4.026,0.376,-0.322,1.616,2.305,2.015,2.185,1.07,2.337,0.065,-0.633,0.0,1997-10-15,8.905,2.181,4.217,0.254,-0.228,1.439,-0.603,2.372,-0.603,1.456,2.6,0.047,-0.556,0.0,1998-03-27,7.071,2.181,3.721,0.235,-0.754,1.039,-1.469,2.058,-1.349,1.564,2.812,0.044,-1.028,0.0,1998-05-06,6.458,2.581,4.161,0.228,-0.898,0.942,-1.053,0.954,-1.053,0.77,1.852,0.049,-1.004,0.0,1998-08-03,6.622,2.181,3.434,0.635,-0.655,0.922,-0.819,1.172,-0.819,0.909,1.827,0.055,-0.764,0.0,1998-10-21,6.306,2.48,3.93,0.23,-0.648,0.914,-0.812,1.231,-0.812,0.813,1.879,0.047,-0.765,0.0,1999-03-30,6.351,1.881,4.08,0.183,-0.211,0.851,-0.688,1.967,-0.688,1.147,2.178,0.347,-0.341,0.0,1999-05-12,6.005,0.397,2.996,0.222,-0.693,0.781,-2.697,1.561,-2.697,1.203,2.254,1.695,-0.794,0.7,1999-07-22,6.307,1.057,3.553,0.261,-0.208,0.717,-0.344,1.903,-0.344,1.315,2.111,0.033,-0.311,0.7,1999-11-10,6.221,1.367,3.925,0.226,-0.414,0.689,-0.56,1.615,-0.56,1.07,2.029,0.039,-0.521,0.7,2000-03-27,5.697,0.757,2.777,0.263,-0.331,0.716,-0.396,1.584,-0.396,1.14,1.915,0.035,-0.361,0.5
73,92655510,VIDEO DISPLAY CORP,VIDE,1997-07-11,39.704,3.703,21.192,0.936,1.489,4.991,0.71,14.322,0.512,8.921,12.833,0.351,1.065,11.41,1997-10-09,40.694,3.451,21.34,1.394,2.148,4.788,1.438,14.212,0.886,8.362,12.064,0.317,1.735,11.275,1998-01-09,40.218,2.919,19.621,2.287,2.502,4.616,1.78,14.185,1.074,8.217,11.683,0.329,2.097,10.068,1998-05-20,40.582,2.791,19.236,2.598,2.219,4.713,1.826,15.194,1.069,9.034,12.975,0.225,2.044,9.154,1998-07-07,40.048,2.58,17.78,1.671,2.07,4.841,1.47,15.039,0.896,9.097,12.969,0.23,1.686,9.271,1998-10-09,41.778,6.573,18.38,2.198,1.947,4.869,1.203,13.762,0.731,7.841,11.815,0.214,1.523,5.868,1999-01-15,51.707,13.594,28.237,3.035,1.087,5.894,0.752,13.859,0.481,8.854,12.772,0.242,0.847,6.974,1999-05-24,51.641,13.987,29.092,2.15,-0.291,6.353,-1.15,16.229,-0.986,11.886,16.52,0.475,-0.462,7.146,1999-07-14,52.097,14.157,29.128,1.787,1.661,6.623,0.641,17.526,0.354,11.339,15.865,0.383,1.101,7.047,1999-10-18,51.641,13.671,28.562,3.016,0.652,6.649,0.032,15.706,0.091,10.691,15.054,0.374,0.45,7.147,2000-01-18,50.581,12.289,27.392,2.793,0.671,6.38,0.439,14.565,0.429,9.766,13.894,0.404,0.374,7.048,2000-05-25,49.657,8.477,26.884,4.235,1.167,6.204,-0.111,16.041,-0.169,10.288,14.874,0.354,0.788,9.917
74,23426410,DAKTRONICS INC,DAKT,1997-08-20,38.076,1.589,16.057,0.295,1.018,7.458,0.444,15.768,0.269,11.196,14.75,0.113,0.454,4.12,1997-11-19,39.152,1.269,16.304,0.179,1.829,7.579,1.374,16.936,0.829,11.489,15.107,0.099,1.269,3.863,1998-02-18,40.078,0.946,16.495,0.578,1.588,8.015,1.062,17.168,0.693,11.945,15.58,0.149,1.008,3.957,1998-06-17,43.488,0.783,18.304,0.148,2.698,9.225,2.498,20.012,1.601,13.452,17.314,0.053,2.297,6.049,1998-08-19,52.055,0.712,25.725,0.13,2.327,10.212,1.861,22.236,1.113,15.452,19.909,0.174,1.839,8.746,1998-11-18,54.563,4.572,27.361,0.162,1.91,10.334,1.41,24.233,0.844,17.583,22.323,0.245,1.43,8.6,1999-02-17,53.984,4.269,26.393,0.227,1.137,11.111,0.599,17.681,0.356,12.149,16.544,0.255,0.565,10.067,1999-06-30,62.619,8.275,33.118,1.05,3.708,11.743,2.777,31.701,1.907,22.52,27.993,0.26,2.982,4.61,1999-08-18,68.342,7.802,37.074,0.267,3.66,12.772,2.966,31.467,1.767,22.605,27.807,0.264,3.033,7.601,1999-11-17,69.401,7.727,35.728,0.391,4.504,14.255,3.936,37.127,2.344,26.732,32.623,0.305,3.855,12.261,2000-02-16,71.21,7.074,36.201,0.416,2.393,16.048,1.676,27.159,1.006,18.981,24.766,0.399,1.764,12.441,2000-06-14,72.407,7.893,36.176,1.217,2.161,16.79,1.38,27.597,1.107,17.994,25.436,0.34,1.059,9.551
