,cusip,conm,tic,rdq_1,atq_1,dlttq_1,ltq_1,cheq_1,oibdpq_1,ppentq_1,piq_1,revtq_1,niq_1,cogsq_1,xoprq_1,xintq_1,oiadpq_1,dlcq_1,rdq_2,atq_2,dlttq_2,ltq_2,cheq_2,oibdpq_2,ppentq_2,piq_2,revtq_2,niq_2,cogsq_2,xoprq_2,xintq_2,oiadpq_2,dlcq_2,rdq_3,atq_3,dlttq_3,ltq_3,cheq_3,oibdpq_3,ppentq_3,piq_3,revtq_3,niq_3,cogsq_3,xoprq_3,xintq_3,oiadpq_3,dlcq_3,rdq_4,atq_4,dlttq_4,ltq_4,cheq_4,oibdpq_4,ppentq_4,piq_4,revtq_4,niq_4,cogsq_4,xoprq_4,xintq_4,oiadpq_4,dlcq_4,rdq_5,atq_5,dlttq_5,ltq_5,cheq_5,oibdpq_5,ppentq_5,piq_5,revtq_5,niq_5,cogsq_5,xoprq_5,xintq_5,oiadpq_5,dlcq_5,rdq_6,atq_6,dlttq_6,ltq_6,cheq_6,oibdpq_6,ppentq_6,piq_6,revtq_6,niq_6,cogsq_6,xoprq_6,xintq_6,oiadpq_6,dlcq_6,rdq_7,atq_7,dlttq_7,ltq_7,cheq_7,oibdpq_7,ppentq_7,piq_7,revtq_7,niq_7,cogsq_7,xoprq_7,xintq_7,oiadpq_7,dlcq_7,rdq_8,atq_8,dlttq_8,ltq_8,cheq_8,oibdpq_8,ppentq_8,piq_8,revtq_8,niq_8,cogsq_8,xoprq_8,xintq_8,oiadpq_8,dlcq_8,rdq_9,atq_9,dlttq_9,ltq_9,cheq_9,oibdpq_9,ppentq_9,piq_9,revtq_9,niq_9,cogsq_9,xoprq_9,xintq_9,oiadpq_9,dlcq_9,rdq_10,atq_10,dlttq_10,ltq_10,cheq_10,oibdpq_10,ppentq_10,piq_10,revtq_10,niq_10,cogsq_10,xoprq_10,xintq_10,oiadpq_10,dlcq_10,rdq_11,atq_11,dlttq_11,ltq_11,cheq_11,oibdpq_11,ppentq_11,piq_11,revtq_11,niq_11,cogsq_11,xoprq_11,xintq_11,oiadpq_11,dlcq_11,rdq_12,atq_12,dlttq_12,ltq_12,cheq_12,oibdpq_12,ppentq_12,piq_12,revtq_12,niq_12,cogsq_12,xoprq_12,xintq_12,oiadpq_12,dlcq_12
61,06716010,BARBERS HAIRSTYLING FOR MEN,BBHF,1996-01-30,7.483,0.12,2.98,1.003,0.375,0.777,0.351,4.488,0.204,3.013,4.113,0.006,0.295,0.093,1996-04-24,7.704,0.098,2.966,0.789,0.471,0.902,0.404,4.363,0.234,2.996,3.892,0.007,0.382,0.09,1996-07-25,8.639,0.075,3.532,1.464,0.576,0.973,0.493,4.913,0.286,3.258,4.337,0.015,0.477,0.59,1996-11-08,8.248,0.056,2.801,1.317,0.634,0.955,0.574,4.802,0.333,3.088,4.168,0.011,0.518,0.087,1997-01-28,8.535,0.038,2.85,1.038,0.448,0.937,0.377,4.843,0.219,3.17,4.395,0.006,0.353,0.083,1997-04-30,11.512,2.301,5.497,1.565,0.704,0.922,0.572,5.584,0.331,3.719,4.88,0.035,0.566,0.272,1997-07-30,12.05,2.197,5.681,2.07,0.744,0.882,0.584,5.598,0.34,3.607,4.854,0.055,0.61,0.313,1997-11-04,12.909,2.112,5.972,2.79,1.027,0.895,0.891,6.097,0.516,3.929,5.07,0.055,0.863,0.339,1998-01-28,13.177,2.025,5.911,2.633,0.633,0.903,0.516,6.437,0.299,4.258,5.804,0.054,0.517,0.366,1998-04-24,13.163,1.937,5.422,2.148,0.891,1.251,0.793,6.443,0.46,4.277,5.552,0.052,0.772,0.365,1998-07-22,14.002,1.849,5.803,2.904,0.79,1.36,0.75,6.503,0.435,4.353,5.713,0.051,0.663,0.35,1998-11-02,14.332,1.037,5.447,2.931,1.11,1.45,0.994,6.755,0.609,4.44,5.645,0.05,0.936,0.188
62,81765M10,SERVIDYNE INC,SERV.1,1996-08-21,92.206,51.115,71.992,4.859,2.026,57.807,0.171,27.969,0.106,23.516,25.943,1.175,1.196,1.773,1996-11-22,94.747,51.374,74.544,4.388,2.017,57.463,0.055,30.404,0.034,26.038,28.387,1.178,1.131,1.467,1997-02-19,97.309,41.373,77.034,8.52,2.096,54.136,0.211,33.661,0.131,28.379,31.565,1.198,1.291,11.052,1997-06-02,91.499,41.119,69.374,7.611,8.14,45.027,3.411,43.59,2.12,31.328,35.45,1.228,7.26,7.42,1997-08-20,96.75,40.32,74.719,5.848,1.837,44.19,0.172,45.13,0.101,40.529,43.293,1.092,1.134,7.854,1997-11-20,106.098,45.201,81.272,3.226,6.331,58.534,4.745,55.166,2.954,45.845,48.835,1.041,5.63,7.818,1998-02-26,112.517,63.152,87.766,15.486,1.896,60.425,0.067,33.716,0.042,28.571,31.82,1.304,1.149,1.409,1998-05-28,121.309,62.939,96.773,13.24,1.48,67.12,-0.152,43.77,-0.098,37.721,42.29,1.229,0.777,1.586,1998-08-20,120.846,57.507,96.764,4.956,1.398,65.024,-0.483,51.741,-0.307,47.587,50.343,1.263,0.617,6.812,1998-11-18,120.647,57.323,97.031,5.345,2.36,65.442,0.435,49.679,-0.319,46.036,47.319,1.313,1.597,8.66,1999-02-19,111.072,57.072,88.455,4.505,1.562,64.871,-0.437,27.942,-0.853,23.919,26.38,1.32,0.795,7.984,1999-06-08,126.133,56.554,102.86,7.449,2.542,64.68,0.543,42.361,0.803,36.86,39.819,1.263,1.73,14.924
63,12486810,CCAIR INC,CCAR,1995-11-10,21.19,5.044,15.761,0.706,2.046,11.936,0.379,16.23,0.379,10.984,14.184,0.17,0.539,1.284,1996-02-14,20.937,4.349,14.778,0.142,1.719,12.297,0.038,16.045,0.038,11.157,14.326,0.19,0.228,1.047,1996-05-13,21.69,4.216,15.462,0.141,1.803,12.134,0.07,15.791,0.07,10.984,13.988,0.201,0.31,1.296,1996-09-30,27.13,4.01,21.293,5.06,1.526,12.332,-0.373,18.168,-0.391,12.638,16.642,0.201,-0.19,4.538,1996-11-14,26.388,3.858,20.231,4.889,1.878,12.054,0.321,17.37,0.321,12.027,15.492,0.193,0.512,4.441,1997-02-07,22.022,3.557,15.809,0.01,1.674,12.676,0.055,16.623,0.055,11.607,14.949,0.214,0.274,1.279,1997-05-08,21.497,3.644,15.158,0.029,1.791,12.584,0.126,16.485,0.126,11.363,14.694,0.238,0.363,0.971,1997-09-30,27.971,3.265,21.614,4.905,1.649,13.683,0.159,18.01,0.018,12.516,16.361,0.098,0.247,5.242,1998-05-14,12.735,2.465,28.304,0.021,0.927,3.604,0.549,14.563,0.549,10.513,13.636,0.214,0.733,11.411,1998-07-20,13.411,2.354,26.765,0.005,2.649,3.6,2.103,18.094,2.103,11.791,15.445,0.319,2.423,11.276,1998-11-17,14.794,11.716,25.3,0.025,1.512,3.855,1.098,18.068,1.098,13.173,16.556,0.208,1.313,2.53,1999-04-01,15.166,10.626,26.182,0.046,0.202,4.22,-0.37,20.6,-0.37,16.043,20.398,0.332,-0.113,1.769
64,29605610,ESCALADE INC,ESCA,1996-04-16,44.278,5.641,20.757,0.261,1.369,10.765,0.447,15.381,0.232,10.46,14.012,0.309,0.701,3.207,1996-08-05,51.249,1.067,27.102,0.387,2.346,10.498,1.209,19.574,0.688,12.913,17.228,0.295,1.443,10.683,1996-10-29,58.569,14.4,41.903,0.352,3.702,10.385,2.721,23.142,1.517,15.218,19.44,0.355,3.029,11.225,1997-02-18,54.43,5.5,35.125,1.319,5.478,10.209,4.383,35.112,2.81,25.095,29.634,0.449,4.704,13.675,1997-04-14,39.884,5.0,20.385,0.249,1.044,9.827,0.32,12.702,0.151,8.538,11.658,0.217,0.477,2.65,1997-08-04,51.583,12.7,31.936,0.742,1.295,11.362,0.321,17.765,0.104,12.001,16.47,0.254,0.519,5.0,1997-10-29,60.275,12.2,38.742,0.076,4.111,10.9,3.182,22.716,1.793,14.26,18.605,0.378,3.434,8.375,1998-02-18,66.146,10.7,42.645,1.247,8.101,11.639,7.227,38.319,4.313,24.754,30.218,0.428,7.74,14.075,1998-04-10,48.893,8.2,24.471,0.735,1.976,11.123,1.081,15.783,0.585,10.274,13.807,0.277,1.29,4.1,1998-08-03,47.43,7.4,22.588,0.115,1.831,10.722,0.728,19.077,0.338,12.993,17.246,0.311,0.918,4.175,1998-10-26,58.142,6.9,31.35,0.294,4.397,10.367,3.521,22.178,2.072,13.863,17.781,0.263,3.714,9.3,1999-02-16,63.489,6.4,36.787,0.34,8.504,10.104,7.239,33.632,3.141,20.998,25.128,0.267,7.99,10.1
65,04090320,ARIZONA INSTRUMENT CORP,AZIC,1996-04-29,10.281,1.505,3.632,0.385,0.295,1.007,0.081,3.284,0.079,1.476,2.989,0.071,0.129,0.771,1996-08-13,11.476,0.954,3.342,0.359,0.2,0.95,1.023,2.112,1.457,0.869,1.912,0.048,0.063,1.152,1996-10-31,10.805,0.296,2.615,0.652,0.354,0.923,0.182,2.532,0.049,1.0,2.178,0.051,0.202,1.009,1997-03-14,11.024,0.378,2.592,0.598,0.215,0.846,0.089,2.735,0.159,1.066,2.52,0.031,0.099,0.794,1997-04-28,10.938,0.276,2.377,0.174,0.405,0.88,0.203,3.22,0.081,1.385,2.815,0.025,0.233,0.566,1997-08-05,13.026,0.17,4.371,0.189,0.412,0.974,0.214,4.066,0.08,2.014,3.654,0.026,0.231,1.316,1997-11-10,10.768,0.163,3.415,0.275,-1.181,1.007,-1.374,3.079,-1.355,1.858,4.26,0.047,-1.331,1.383,1998-03-30,11.592,0.094,4.277,0.143,0.171,0.975,-0.011,4.867,-0.045,2.629,4.696,0.04,0.024,1.351,1998-05-07,10.883,0.063,3.399,0.741,-0.012,0.965,-0.209,2.039,0.133,0.798,2.051,0.031,-0.183,1.212,1998-07-29,10.471,0.025,2.815,1.02,0.129,0.928,-0.022,2.118,0.184,0.792,1.989,0.039,-0.036,0.83,1998-10-27,10.706,0.01,2.884,1.482,0.281,0.889,0.121,2.298,0.168,0.851,2.017,0.017,0.13,0.819,1999-03-30,9.779,0.012,2.287,1.099,0.739,0.862,0.579,7.282,-0.36,3.957,6.543,0.018,0.59,0.313
66,76123230,RESPONSE ONCOLOGY,ROIX,1996-04-30,38.619,5.912,17.915,0.845,1.369,3.696,0.611,13.341,0.516,10.739,11.972,0.187,0.798,3.665,1996-07-30,75.404,33.378,51.413,0.256,1.801,5.493,0.605,15.098,0.545,11.776,13.297,0.459,1.064,0.683,1996-11-04,105.284,35.051,69.483,0.22,2.565,5.07,0.794,17.914,0.674,13.834,15.349,0.738,1.532,5.596,1997-02-12,142.95,62.23,104.409,0.415,1.607,5.406,-0.727,21.0,-0.825,17.674,19.393,1.19,0.463,7.921,1997-05-02,143.99,45.693,80.325,0.0,4.005,5.05,1.59,24.365,0.867,18.862,20.36,1.104,2.694,2.168,1997-08-05,149.452,44.649,84.418,3.429,4.102,3.672,2.161,25.635,1.212,19.986,21.533,0.792,2.953,1.375,1997-11-03,150.142,41.97,84.009,1.505,3.305,3.727,1.705,25.71,1.046,20.891,22.405,0.57,2.275,1.68,1998-02-26,151.693,35.443,84.308,2.425,3.786,3.555,1.913,26.21,1.077,21.176,22.424,0.659,2.572,8.582,1998-04-30,155.072,5.618,86.413,0.476,4.048,3.57,2.254,29.595,1.292,23.859,25.547,0.704,2.958,37.885,1998-08-05,162.682,6.52,92.181,1.133,4.436,5.182,2.551,32.627,1.428,26.185,28.191,0.721,3.272,39.071,1998-11-12,165.415,5.802,93.767,1.135,4.438,5.183,2.129,31.858,1.156,25.744,27.42,0.771,2.9,38.941,1999-03-23,126.753,33.252,76.362,1.083,-26.219,5.273,-28.756,34.166,-21.324,30.616,60.385,0.75,-28.006,11.464
67,23790910,DATAKEY INC,DKEY,1996-04-26,11.096,0.0,0.866,6.848,0.078,1.464,0.027,1.736,0.017,0.892,1.658,0.0,-0.067,0.0,1996-07-24,11.241,0.0,1.039,6.85,-0.242,1.56,-0.301,1.912,-0.193,1.054,2.154,0.0,-0.392,0.0,1996-10-23,10.785,0.0,0.866,6.819,-0.422,1.475,-0.464,1.766,-0.298,1.035,2.188,0.0,-0.554,0.0,1997-02-27,9.899,0.0,1.206,6.133,-1.26,1.401,-1.356,1.144,-1.232,0.692,2.404,0.0,-1.442,0.0,1997-04-25,10.179,0.0,2.539,4.732,-1.024,1.551,-1.072,1.41,-1.072,0.812,2.434,0.0,-1.148,0.0,1997-07-22,9.143,0.0,2.38,2.915,-0.766,1.628,-0.876,1.934,-0.876,1.041,2.7,0.0,-0.919,0.0,1997-10-22,7.728,0.0,1.698,1.846,-0.588,1.582,-0.733,1.604,-0.733,0.923,2.192,0.0,-0.762,0.0,1998-02-26,5.653,0.0,1.125,1.306,-1.007,1.473,-1.177,1.029,-1.502,0.97,2.036,0.0,-1.199,0.0,1998-04-21,5.228,0.0,1.182,0.615,-0.359,1.372,-0.483,1.484,-0.483,0.755,1.843,0.0,-0.494,0.0,1998-07-23,6.424,0.0,1.18,1.748,-0.293,1.279,-0.42,1.742,-0.42,0.909,2.035,0.0,-0.433,0.0,1998-10-20,5.46,0.0,0.807,1.558,-0.444,1.177,-0.576,1.374,-0.576,0.711,1.818,0.0,-0.592,0.0,1999-02-25,4.536,0.0,0.732,0.854,-0.688,1.084,-0.81,1.27,-0.81,0.743,1.958,0.0,-0.828,0.0
68,21161530,CONTINENTAL MATERIALS CORP,CUO,1996-05-13,48.49,3.0,22.072,0.584,0.781,14.154,-0.93,17.852,-0.577,13.903,17.071,0.148,0.12,7.011,1996-07-24,52.336,2.5,24.55,0.898,3.084,14.514,2.205,27.124,1.368,20.426,24.04,0.181,2.416,6.201,1996-10-24,48.181,2.5,19.345,0.0,2.518,14.694,1.514,21.718,1.05,16.058,19.2,0.112,1.852,1.9,1997-02-18,53.893,6.5,24.543,0.379,1.808,18.818,0.716,26.074,0.514,19.707,24.266,0.143,1.189,1.9,1997-04-30,58.02,6.5,28.712,0.0,0.834,18.608,-0.068,20.905,-0.042,16.45,20.071,0.195,-0.045,8.0,1997-07-31,61.853,7.35,31.525,0.686,2.701,18.456,1.572,27.991,1.02,21.623,25.29,0.309,1.825,8.4,1997-10-29,57.021,7.35,25.54,0.842,2.721,18.412,1.775,25.612,1.153,19.676,22.891,0.244,1.84,2.9,1998-02-25,54.355,6.4,22.497,1.524,2.807,19.581,1.531,23.53,0.979,16.775,20.723,0.173,1.95,1.9,1998-04-22,57.008,6.4,24.713,0.085,2.018,19.224,0.891,22.806,0.579,17.278,20.788,0.172,0.998,2.9,1998-07-29,59.793,5.45,26.362,0.765,3.068,19.37,1.895,28.935,1.232,22.168,25.867,0.212,2.039,4.4,1998-10-29,59.36,5.45,24.244,2.877,3.61,21.175,2.593,29.069,1.685,21.642,25.459,0.154,2.565,0.95,1999-03-03,63.617,4.284,27.379,7.12,3.111,22.105,1.614,27.934,1.122,20.793,24.823,0.047,2.213,2.526
69,86881920,SURGICAL LASER TECH INC,SLTI,1996-05-13,24.023,6.233,9.151,8.125,-0.499,8.056,-0.82,2.765,-0.82,0.81,3.264,0.144,-0.739,0.214,1996-08-13,23.19,6.165,9.247,7.756,-0.614,7.841,-0.941,2.784,-0.941,0.703,3.398,0.14,-0.84,0.217,1996-11-07,21.631,5.995,10.059,6.742,-0.586,7.486,-2.483,2.416,-2.483,0.61,3.002,0.14,-0.816,0.222,1997-02-10,21.49,6.631,10.182,6.12,0.116,2.325,-0.264,3.009,-0.264,0.958,2.893,0.157,-0.169,0.468,1997-04-23,20.809,6.518,9.694,6.322,0.054,2.153,-0.197,3.073,-0.197,3.019,3.019,0.172,-0.223,0.48,1997-07-24,20.091,6.388,9.253,6.126,-0.044,1.951,-0.282,2.904,-0.282,2.948,2.948,0.161,-0.294,0.491,1997-10-14,20.964,6.247,9.727,7.15,0.112,1.892,0.047,3.007,0.047,2.895,2.895,0.158,-0.156,0.502,1998-02-23,19.996,6.142,8.639,6.549,0.334,1.998,0.063,2.681,0.051,2.347,2.347,0.158,0.043,0.504,1998-04-16,19.519,6.001,8.611,6.671,-0.222,1.845,-0.458,2.367,-0.461,2.589,2.589,0.154,-0.487,0.516,1998-07-20,18.796,5.862,8.408,6.43,-0.307,1.648,-0.527,2.284,-0.527,2.591,2.591,0.15,-0.589,0.529,1998-10-30,18.055,4.097,8.195,6.022,-0.268,1.499,-0.527,2.2,-0.527,2.468,2.468,0.146,-0.545,2.166,1999-02-08,16.648,3.965,8.054,6.023,-0.344,1.191,-1.037,2.542,-1.037,2.886,2.886,0.143,-0.575,2.196
70,60219110,MILTOPE GROUP INC,MILT,1996-04-29,40.199,17.488,24.346,0.812,0.868,10.398,0.117,9.95,0.117,6.86,9.082,0.321,0.438,0.528,1996-07-29,38.43,16.348,22.099,0.706,1.224,10.119,0.526,11.136,0.526,8.263,9.912,0.27,0.796,0.2,1996-10-24,39.009,15.667,22.135,0.692,1.27,9.629,0.543,12.059,0.543,8.617,10.789,0.297,0.84,0.2,1997-02-18,36.332,11.34,18.474,0.128,1.221,9.569,0.584,12.368,0.984,8.959,11.147,0.188,0.772,0.24,1997-04-21,33.839,12.004,15.442,0.549,0.774,9.536,0.174,9.042,0.174,6.447,8.268,0.187,0.361,0.248,1997-07-21,36.524,10.28,17.448,0.107,1.239,9.84,0.643,11.992,0.643,8.938,10.753,0.201,0.844,0.315,1997-10-27,35.756,10.938,16.058,0.1,0.699,9.85,0.105,8.326,0.705,5.757,7.627,0.19,0.295,0.263,1998-02-09,38.449,11.251,17.309,0.443,0.919,9.658,0.289,11.012,1.749,7.757,10.093,0.172,0.461,0.27,1998-05-12,34.89,8.81,13.795,0.117,0.462,9.443,-0.071,7.444,-0.045,5.139,6.982,0.166,0.095,0.28,1998-08-07,36.341,11.663,16.497,0.436,-0.692,9.161,-1.972,5.939,-1.251,4.526,6.631,0.18,-1.049,0.29,1998-11-10,36.413,13.805,17.472,0.136,-0.727,8.828,-1.432,5.409,-0.903,4.213,6.136,0.235,-1.197,0.3,1999-03-09,38.938,15.035,20.819,0.057,-0.289,8.835,-0.822,7.652,-0.822,6.139,7.941,0.221,-0.601,0.31
71,02790410,AMERICAN MEDICAL ALERT CORP,AMAC,1996-05-07,5.842,0.458,1.204,0.258,0.569,2.933,0.405,1.651,0.227,0.436,1.082,0.015,0.42,0.006,1996-07-25,6.187,0.017,1.275,0.251,0.652,3.04,0.483,1.872,0.27,0.615,1.22,0.011,0.493,0.31,1996-10-24,6.683,0.014,1.439,0.339,0.694,2.999,0.525,1.954,0.294,0.63,1.26,0.008,0.533,0.31,1997-03-14,6.784,0.462,1.25,0.301,0.417,3.115,0.226,1.779,0.128,0.538,1.362,0.013,0.239,0.009,1997-05-15,6.839,0.46,1.107,0.391,0.497,3.127,0.314,1.73,0.175,0.528,1.233,0.012,0.326,0.009,1997-08-07,7.096,0.007,1.082,0.232,0.578,3.227,0.38,1.847,0.213,0.618,1.269,0.012,0.391,0.459,1997-10-29,7.66,0.005,1.369,0.272,0.645,3.645,0.422,2.169,0.238,0.872,1.524,0.011,0.433,0.46,1998-03-16,7.252,0.003,0.782,0.305,0.584,3.733,0.362,1.891,0.179,0.589,1.307,0.012,0.374,0.159,1998-04-28,8.014,0.187,1.243,0.448,0.694,4.005,0.463,2.044,0.255,0.599,1.35,0.007,0.469,0.06,1998-08-03,8.094,0.145,1.008,0.476,0.668,4.15,0.415,2.001,0.234,0.542,1.333,0.003,0.415,0.117,1998-10-26,8.382,0.178,0.956,0.514,0.759,4.252,0.503,2.136,0.28,0.543,1.377,0.004,0.503,0.069,1999-03-17,9.924,0.149,0.897,1.42,0.668,4.541,0.345,2.116,0.218,0.57,1.448,0.008,0.352,0.044
72,23426410,DAKTRONICS INC,DAKT,1996-08-20,41.28,1.368,20.779,0.255,1.614,6.942,1.081,17.022,0.64,12.132,15.408,0.204,1.132,8.803,1996-11-14,39.527,1.34,18.201,0.177,1.055,7.115,0.726,16.257,0.443,11.945,15.202,0.233,0.816,6.502,1997-02-18,38.056,1.467,16.808,0.114,0.497,7.347,-0.161,11.516,-0.078,7.925,11.019,0.17,-0.102,5.96,1997-06-13,37.136,1.706,15.386,0.118,2.013,7.447,0.847,17.845,0.503,12.088,15.832,0.141,1.255,3.388,1997-08-20,38.076,1.589,16.057,0.295,1.018,7.458,0.444,15.768,0.269,11.196,14.75,0.113,0.454,4.12,1997-11-19,39.152,1.269,16.304,0.179,1.829,7.579,1.374,16.936,0.829,11.489,15.107,0.099,1.269,3.863,1998-02-18,40.078,0.946,16.495,0.578,1.588,8.015,1.062,17.168,0.693,11.945,15.58,0.149,1.008,3.957,1998-06-17,43.488,0.783,18.304,0.148,2.698,9.225,2.498,20.012,1.601,13.452,17.314,0.053,2.297,6.049,1998-08-19,52.055,0.712,25.725,0.13,2.327,10.212,1.861,22.236,1.113,15.452,19.909,0.174,1.839,8.746,1998-11-18,54.563,4.572,27.361,0.162,1.91,10.334,1.41,24.233,0.844,17.583,22.323,0.245,1.43,8.6,1999-02-17,53.984,4.269,26.393,0.227,1.137,11.111,0.599,17.681,0.356,12.149,16.544,0.255,0.565,10.067,1999-06-30,62.619,8.275,33.118,1.05,3.708,11.743,2.777,31.701,1.907,22.52,27.993,0.26,2.982,4.61
73,53224410,LIGHTNING ROD SOFTWARE INC,LROD,1996-01-25,10.614,0.906,2.896,1.461,-0.098,2.791,-0.176,2.689,-0.131,0.297,2.787,0.022,-0.278,0.036,1996-05-02,10.348,0.894,2.75,1.216,0.027,2.826,-0.165,3.001,-0.124,0.377,2.974,0.023,-0.15,0.04,1996-08-12,8.792,0.886,2.722,1.098,-0.572,2.777,-1.528,2.26,-1.528,0.294,2.832,0.023,-0.756,0.04,1996-11-13,8.97,0.878,2.519,1.863,0.161,2.683,0.46,2.488,0.384,0.211,2.327,0.02,0.005,0.041,1997-02-05,8.429,0.863,2.331,1.789,-0.237,2.589,-0.368,2.006,-0.368,0.196,2.243,0.021,-0.393,0.042,1997-04-29,7.417,0.857,1.882,2.135,-0.419,2.444,-0.562,1.668,-0.562,0.144,2.087,0.021,-0.572,0.042,1997-07-28,6.919,0.846,1.79,1.975,-0.099,2.318,-0.242,1.655,-0.242,0.153,1.754,0.021,-0.247,0.043,1997-11-11,6.773,0.835,1.779,1.945,-0.009,2.218,-0.138,1.727,-0.138,0.218,1.736,0.02,-0.143,0.044,1998-01-27,6.246,0.822,1.644,2.107,-0.253,2.14,-0.393,1.223,-0.393,0.169,1.476,0.021,-0.397,0.045,1998-04-27,5.973,0.81,1.637,2.176,-0.132,2.053,-0.263,1.288,-0.265,0.168,1.42,0.019,-0.275,0.046,1998-07-17,5.52,0.798,1.445,2.075,-0.12,1.965,-0.261,0.905,-0.261,0.1,1.025,0.02,-0.261,0.047,1998-11-12,10.462,0.343,1.849,6.988,-0.115,1.902,5.339,0.941,4.61,0.124,1.056,0.012,-0.252,0.087
74,83586Q20,SORRENTO NETWORKS CORP,FIBR.1,1996-05-30,24.179,3.318,13.037,0.971,1.367,3.52,0.458,18.154,0.455,11.696,16.787,0.338,0.939,4.443,1996-09-17,49.55,5.377,37.943,5.075,-4.064,6.378,-18.753,27.477,-18.833,22.876,31.541,1.104,-4.36,8.357,1996-11-19,84.599,4.246,48.453,9.286,2.588,15.098,1.449,33.457,1.344,22.064,30.869,0.349,1.642,16.061,1997-04-17,78.476,3.919,43.612,5.799,4.832,15.417,1.419,36.824,1.425,24.686,31.992,0.569,3.609,12.643,1997-06-11,96.494,3.714,48.365,8.542,2.283,15.813,0.933,32.632,0.917,21.269,30.349,0.434,0.934,12.739,1997-08-29,89.324,3.531,45.589,4.53,-0.432,16.106,-12.753,32.649,-12.753,21.27,33.081,0.53,-1.412,13.794,1997-12-08,83.168,3.366,41.863,3.384,-3.162,16.359,-4.606,23.35,-4.606,14.874,26.512,0.567,-4.198,12.541,1998-03-05,89.687,3.294,46.967,4.071,2.611,17.008,0.638,30.418,0.408,20.435,27.807,0.57,1.918,15.647,1998-05-28,83.755,3.307,41.579,2.984,-1.502,17.412,-2.336,14.788,-2.678,6.966,16.29,0.349,-2.092,13.951,1998-08-04,86.408,3.318,41.676,4.097,-2.057,16.936,-3.323,15.101,-4.465,7.302,17.158,0.303,-3.116,16.195,1998-12-03,84.953,3.052,43.662,3.765,-1.589,16.563,-2.791,14.094,-3.588,7.242,15.683,0.342,-2.525,17.068,1999-03-11,86.764,2.892,47.906,5.797,-1.638,16.032,-2.619,14.379,-2.657,7.693,16.017,0.331,-2.327,15.895
75,74936040,RCM TECHNOLOGIES INC,RCMT,1996-03-06,10.191,0.0,2.162,0.128,0.64,0.447,0.563,9.777,0.502,7.986,9.137,0.025,0.588,0.528,1996-06-07,22.985,0.0,8.187,0.07,0.541,0.475,0.435,13.785,0.387,11.312,13.244,0.026,0.461,3.171,1996-09-05,21.964,0.0,6.478,0.011,0.973,0.488,0.786,17.378,0.685,13.58,16.405,0.057,0.872,2.008,1997-01-16,24.407,0.0,8.187,0.006,1.191,0.502,1.037,20.099,0.794,15.902,18.908,0.056,1.094,2.747,1997-03-03,30.191,0.0,13.19,0.125,1.479,0.777,1.27,21.151,0.781,16.051,19.672,0.09,1.36,7.0,1997-05-22,34.749,0.0,16.829,0.035,1.923,0.89,1.631,27.38,0.917,21.134,25.457,0.173,1.804,9.991,1997-08-27,50.151,0.0,7.737,14.833,2.246,1.008,2.096,28.009,1.206,21.091,25.763,0.131,2.115,2.0,1997-12-16,54.083,0.0,9.471,0.918,3.409,1.135,3.304,37.419,1.573,28.557,34.01,0.05,3.206,2.0,1998-03-02,58.462,0.0,11.518,0.557,3.338,1.485,3.048,37.232,1.777,28.08,33.894,0.055,3.087,2.0,1998-05-18,71.736,0.0,20.843,0.424,4.282,1.801,3.788,48.942,2.219,37.334,44.66,0.152,3.94,10.064,1998-08-26,117.458,0.0,14.024,32.317,4.591,2.247,4.42,52.009,2.591,39.685,47.418,0.131,4.221,2.0,1998-12-16,117.067,0.0,10.395,22.188,5.752,2.604,5.488,63.269,3.21,47.929,57.517,0.085,5.261,0.0
76,83543840,SONESTA INTL HOTELS  -CL A,SNSTA,1996-05-15,67.418,24.669,44.131,1.328,0.457,38.314,-0.577,14.182,-0.63,9.325,13.725,0.498,-0.543,1.536,1996-08-12,67.366,7.721,43.664,1.101,2.59,38.402,1.568,16.754,0.733,9.594,14.164,0.57,1.562,21.381,1996-11-15,63.874,24.684,40.207,2.554,1.357,38.839,-0.244,14.846,-0.014,8.777,13.489,0.518,0.294,0.647,1997-03-20,68.971,23.847,45.525,3.692,1.535,41.93,0.574,16.808,0.098,10.16,15.273,0.501,0.454,1.005,1997-05-15,68.798,30.867,45.714,1.165,1.182,42.867,-0.451,16.947,-0.359,11.149,15.765,0.726,0.041,1.11,1997-08-15,71.794,30.749,48.054,3.366,3.167,42.794,1.568,18.629,0.969,11.103,15.462,0.717,2.026,1.127,1997-11-10,72.673,30.803,48.722,3.376,2.014,42.614,0.356,15.294,0.215,9.055,13.28,0.709,0.787,0.964,1998-03-20,76.416,27.727,52.672,5.581,1.588,44.431,0.137,17.598,0.108,11.036,16.01,0.71,0.495,3.73,1998-05-15,71.511,27.25,47.635,0.493,1.685,45.113,0.403,17.673,0.136,11.412,15.988,0.725,0.457,4.641,1998-08-14,73.489,27.121,48.761,4.16,3.662,45.033,1.854,20.088,1.165,11.655,16.426,0.724,2.37,3.997,1998-11-17,102.236,51.015,78.327,5.967,1.65,82.418,-1.033,19.094,-0.815,12.467,17.444,1.211,0.005,4.042,1999-03-23,106.603,50.732,82.076,9.47,3.946,81.948,1.435,24.85,0.931,15.21,20.904,1.2,2.423,4.048
