,cusip,conm,tic,rdq_1,atq_1,dlttq_1,ltq_1,cheq_1,oibdpq_1,ppentq_1,piq_1,revtq_1,niq_1,cogsq_1,xoprq_1,xintq_1,oiadpq_1,dlcq_1,rdq_2,atq_2,dlttq_2,ltq_2,cheq_2,oibdpq_2,ppentq_2,piq_2,revtq_2,niq_2,cogsq_2,xoprq_2,xintq_2,oiadpq_2,dlcq_2,rdq_3,atq_3,dlttq_3,ltq_3,cheq_3,oibdpq_3,ppentq_3,piq_3,revtq_3,niq_3,cogsq_3,xoprq_3,xintq_3,oiadpq_3,dlcq_3,rdq_4,atq_4,dlttq_4,ltq_4,cheq_4,oibdpq_4,ppentq_4,piq_4,revtq_4,niq_4,cogsq_4,xoprq_4,xintq_4,oiadpq_4,dlcq_4,rdq_5,atq_5,dlttq_5,ltq_5,cheq_5,oibdpq_5,ppentq_5,piq_5,revtq_5,niq_5,cogsq_5,xoprq_5,xintq_5,oiadpq_5,dlcq_5,rdq_6,atq_6,dlttq_6,ltq_6,cheq_6,oibdpq_6,ppentq_6,piq_6,revtq_6,niq_6,cogsq_6,xoprq_6,xintq_6,oiadpq_6,dlcq_6,rdq_7,atq_7,dlttq_7,ltq_7,cheq_7,oibdpq_7,ppentq_7,piq_7,revtq_7,niq_7,cogsq_7,xoprq_7,xintq_7,oiadpq_7,dlcq_7,rdq_8,atq_8,dlttq_8,ltq_8,cheq_8,oibdpq_8,ppentq_8,piq_8,revtq_8,niq_8,cogsq_8,xoprq_8,xintq_8,oiadpq_8,dlcq_8,rdq_9,atq_9,dlttq_9,ltq_9,cheq_9,oibdpq_9,ppentq_9,piq_9,revtq_9,niq_9,cogsq_9,xoprq_9,xintq_9,oiadpq_9,dlcq_9,rdq_10,atq_10,dlttq_10,ltq_10,cheq_10,oibdpq_10,ppentq_10,piq_10,revtq_10,niq_10,cogsq_10,xoprq_10,xintq_10,oiadpq_10,dlcq_10,rdq_11,atq_11,dlttq_11,ltq_11,cheq_11,oibdpq_11,ppentq_11,piq_11,revtq_11,niq_11,cogsq_11,xoprq_11,xintq_11,oiadpq_11,dlcq_11,rdq_12,atq_12,dlttq_12,ltq_12,cheq_12,oibdpq_12,ppentq_12,piq_12,revtq_12,niq_12,cogsq_12,xoprq_12,xintq_12,oiadpq_12,dlcq_12
105,69327R10,PDC ENERGY INC,PDCE,1993-05-12,28.321,1.474,12.509,3.447,1.05,21.58,0.694,5.743,0.465,4.223,4.693,0.007,0.663,1.201,1993-08-17,28.309,1.178,12.023,3.372,0.75,21.451,0.293,4.377,0.196,3.151,3.627,0.014,0.287,1.184,1993-11-15,29.124,0.898,12.534,3.955,0.748,21.59,0.364,4.284,0.305,3.093,3.536,0.006,0.35,1.159,1994-03-29,36.413,3.167,19.177,10.579,0.723,22.365,0.245,5.984,0.624,4.753,5.261,0.029,0.254,0.068,1994-05-16,31.021,2.899,13.232,4.782,1.194,22.109,0.714,8.788,0.554,7.096,7.594,0.069,0.737,0.06,1994-08-12,30.155,3.428,12.324,2.479,0.423,23.234,-0.087,4.768,-0.068,3.813,4.345,0.069,-0.095,0.054,1994-11-16,30.857,3.257,13.126,3.082,0.326,23.84,-0.14,3.637,-0.101,2.675,3.311,0.081,-0.137,0.043,1995-03-21,38.325,3.1,19.944,8.907,0.779,25.755,0.611,6.089,0.537,4.772,5.31,0.081,0.369,0.036,1995-05-11,32.54,2.8,13.431,4.034,1.561,25.152,0.968,9.458,0.729,7.446,7.897,0.083,0.972,0.025,1995-08-02,30.67,2.75,11.4,2.352,0.761,25.11,0.215,4.367,0.16,3.086,3.606,0.077,0.226,0.016,1995-11-13,30.497,2.7,11.117,2.334,0.753,25.274,0.146,3.527,0.11,2.173,2.774,0.071,0.162,0.007,1996-03-21,40.62,2.5,20.699,10.054,0.725,27.113,0.503,4.491,0.483,3.377,3.766,0.089,0.288,0.0
106,15860910,CHAMPION PARTS INC,CREB,1993-04-29,59.88,23.213,39.647,1.24,1.68,13.458,0.727,25.921,0.654,19.721,24.241,0.55,1.277,1.221,1993-07-26,59.596,21.08,38.751,1.41,1.674,13.342,0.686,25.036,0.618,19.233,23.362,0.587,1.273,1.221,1993-11-10,60.234,21.275,38.45,0.51,2.015,13.058,1.084,27.472,0.975,20.965,25.457,0.529,1.613,1.221,1994-03-15,56.147,19.281,34.95,0.078,0.695,12.767,-0.508,21.611,-0.434,17.421,20.916,0.616,0.108,1.206,1994-05-12,61.342,21.316,42.613,0.501,0.846,11.599,-3.562,24.124,-2.844,19.238,23.278,0.56,0.398,1.153,1994-08-02,62.575,21.264,43.468,0.126,1.534,11.401,0.461,24.131,0.377,18.413,22.597,0.629,1.09,1.084,1994-11-10,58.86,20.516,39.692,0.243,1.103,11.403,0.088,24.917,0.062,20.515,23.814,0.594,0.682,0.83,1995-03-03,53.312,1.451,37.948,0.346,-2.209,11.494,-3.123,22.165,-3.434,20.671,24.374,0.64,-2.483,20.026,1995-05-12,51.848,1.398,38.581,0.395,-1.142,11.25,-2.118,21.304,-2.119,18.022,22.446,0.598,-1.52,18.614,1995-08-25,40.278,0.819,34.948,0.495,-6.333,10.554,-8.496,16.34,-8.496,18.271,22.673,0.654,-6.709,14.51,1995-11-17,34.301,0.777,32.219,0.216,-2.241,10.199,-3.279,8.697,-3.279,9.15,10.938,0.533,-2.616,13.745,1996-04-15,28.565,0.701,31.474,0.874,-3.705,9.834,-4.946,6.613,-4.946,9.0,10.318,0.554,-4.053,13.462
107,86860710,SUPREME INDUSTRIES INC,STS,1993-05-03,40.476,14.554,31.166,0.762,1.787,8.834,0.964,25.13,0.562,20.965,23.343,0.478,1.442,2.717,1993-07-29,40.192,13.252,29.405,1.52,3.359,9.986,2.601,31.927,1.477,25.845,28.568,0.414,3.015,3.355,1993-10-25,41.172,14.804,29.313,1.694,2.543,10.897,1.793,27.772,1.028,22.568,25.229,0.391,2.184,1.611,1994-01-27,45.527,13.582,31.491,0.642,2.945,11.269,2.091,29.5,1.201,23.289,26.555,0.479,2.57,2.09,1994-04-25,51.693,16.177,36.73,1.517,2.395,12.199,1.611,32.326,0.926,27.185,29.931,0.412,2.023,2.087,1994-07-21,50.269,18.393,33.347,0.124,3.663,14.157,2.911,36.322,1.657,29.658,32.659,0.405,3.316,2.359,1994-10-24,52.637,18.995,34.48,0.096,2.891,16.625,2.129,33.025,1.233,27.118,30.134,0.394,2.523,1.439,1995-01-31,57.592,19.747,37.597,0.274,3.52,17.466,2.687,35.677,1.657,28.774,32.157,0.422,3.109,2.948,1995-04-24,68.336,26.373,46.851,0.092,3.478,18.245,2.513,43.669,1.49,36.923,40.191,0.483,2.996,2.979,1995-07-20,64.504,22.237,40.32,0.104,5.428,19.122,4.435,48.137,2.637,38.83,42.709,0.457,4.892,3.007,1995-10-23,60.894,18.712,35.08,0.114,3.691,20.12,2.752,37.436,1.629,30.281,33.745,0.497,3.249,3.008,1996-02-06,62.427,18.032,33.624,0.107,3.349,21.455,2.489,35.209,1.484,28.215,31.86,0.344,2.833,2.61
108,46621210,JMAR TECHNOLOGIES INC,JMAR,1993-05-17,22.857,2.061,9.703,9.322,-1.203,2.858,-1.76,3.005,-1.76,1.941,4.208,0.21,-1.572,3.763,1993-08-16,22.892,1.644,11.965,5.335,-1.588,2.732,-2.144,3.33,-2.144,1.985,4.918,0.213,-1.985,4.126,1993-11-10,20.432,1.839,11.534,2.999,-1.203,2.79,-1.847,3.424,-1.847,2.117,4.627,0.218,-1.694,3.861,1994-03-31,19.137,3.189,15.428,0.558,-0.414,1.912,-7.225,6.167,-7.225,3.15,6.581,0.274,-0.627,4.928,1994-05-16,18.905,2.948,12.733,1.122,0.0,1.797,-0.426,3.495,-0.997,2.02,3.495,0.192,-0.254,3.081,1994-08-12,17.221,2.74,10.925,0.748,-0.203,1.511,0.545,3.039,-0.496,1.78,3.242,0.134,-0.404,2.427,1994-11-14,16.079,2.564,10.918,0.358,-0.295,1.308,-0.535,2.011,-1.812,1.048,2.306,0.12,-0.468,2.367,1995-04-03,9.108,2.165,5.258,1.945,0.011,0.748,-0.71,2.276,-1.361,1.02,2.265,0.124,-0.279,0.915,1995-05-04,9.857,2.178,5.384,1.78,0.183,0.662,-0.052,2.9,-0.052,1.513,2.717,0.081,0.007,0.94,1995-08-14,8.892,1.808,4.143,1.286,0.23,0.622,0.072,3.327,0.072,1.885,3.097,0.092,0.099,0.844,1995-11-07,9.214,1.528,4.101,1.387,0.25,0.592,0.088,3.027,0.088,1.609,2.777,0.074,0.118,0.871,1996-03-28,9.249,1.536,4.164,1.838,0.088,0.572,-0.032,2.956,-0.032,1.758,2.868,0.074,-0.039,1.528
109,73090010,POLK AUDIO INC,PKAU,1993-07-27,14.775,0.0,3.557,2.259,-0.128,2.178,-0.371,6.663,-0.245,3.733,6.791,0.0,-0.391,0.0,1993-10-20,15.747,0.0,4.308,0.473,0.64,2.437,0.333,7.938,0.221,4.226,7.298,0.0,0.289,0.0,1994-01-21,18.285,0.0,6.152,1.69,1.466,2.504,1.069,10.131,0.692,5.062,8.665,0.007,1.067,1.5,1994-05-13,15.974,0.0,3.5,1.029,0.545,2.551,0.476,9.225,0.32,5.026,8.68,0.005,0.469,0.0,1994-07-22,16.011,0.0,3.898,1.156,-0.233,2.622,-0.538,6.695,-0.34,3.686,6.928,0.0,-0.55,0.0,1994-10-12,18.546,0.0,5.945,0.0,1.135,2.631,0.788,10.281,0.501,5.286,9.146,0.003,0.767,0.75,1995-01-18,23.224,1.6,9.242,0.377,2.3,2.784,1.799,13.896,1.135,6.524,11.596,0.039,1.848,0.4,1995-05-08,22.224,2.4,8.071,0.615,0.935,3.045,0.256,10.801,0.156,5.37,9.866,0.059,0.586,0.4,1995-07-26,22.121,2.5,8.052,0.0,0.321,4.039,-0.177,9.742,-0.105,5.108,9.421,0.054,-0.141,0.4,1995-10-23,24.497,3.5,10.306,0.0,0.773,4.418,0.203,11.24,0.12,5.899,10.467,0.061,0.25,0.4,1996-01-25,26.966,4.257,12.356,0.563,1.275,4.418,0.702,13.12,0.417,6.666,11.845,0.104,0.802,0.4,1996-05-14,30.191,6.055,14.755,0.184,1.504,4.627,1.243,18.069,0.742,10.56,16.565,0.075,1.306,0.85
110,66580910,NORTHERN TECH INTL,NTIC,1993-01-12,3.919,0.0,0.423,1.889,0.186,0.182,0.318,0.986,0.295,0.46,0.8,0.0,0.174,0.0,1993-04-14,3.888,0.0,0.169,1.828,0.09,0.173,0.247,0.96,0.245,0.435,0.87,0.0,0.078,0.0,1993-07-13,4.208,0.0,0.193,1.971,0.132,0.22,0.268,1.029,0.262,0.497,0.897,0.0,0.118,0.0,1993-11-23,4.613,0.0,0.208,2.268,0.35,0.266,0.415,1.038,0.426,0.41,0.688,0.0,0.331,0.0,1994-01-14,4.998,0.0,0.595,2.348,0.28,0.311,0.405,1.184,0.259,0.547,0.904,0.0,0.262,0.0,1994-04-14,4.886,0.0,0.256,2.272,0.14,0.345,0.336,1.054,0.215,0.462,0.914,0.0,0.121,0.0,1994-07-19,5.187,0.0,0.371,2.228,0.27,0.33,0.517,1.358,0.331,0.612,1.088,0.0,0.251,0.0,1994-11-22,5.386,0.0,0.44,2.202,0.24,0.372,0.565,1.311,0.468,0.465,1.071,0.0,0.225,0.0,1995-01-13,5.887,0.0,0.884,2.175,0.266,0.353,0.558,1.347,0.368,0.592,1.081,0.0,0.246,0.0,1995-04-12,6.083,0.0,0.478,2.368,0.324,0.333,0.718,1.642,0.508,0.783,1.318,0.0,0.305,0.0,1995-07-13,6.908,0.0,0.593,2.875,0.477,0.313,0.808,1.806,0.508,0.852,1.329,0.0,0.457,0.0,1995-11-27,6.825,0.0,0.616,2.831,0.169,0.342,0.584,1.419,0.459,0.644,1.25,0.0,0.15,0.0
111,84763F10,SPECTRUM SIGNAL PROCESSING,SSPI,1993-04-27,6.8,0.234,1.346,2.934,0.358,0.816,0.349,2.715,0.191,1.331,2.357,0.002,0.311,0.144,1993-07-28,14.53,0.267,1.919,9.973,0.271,0.86,0.257,3.228,0.157,1.514,2.957,0.003,0.218,0.144,1993-11-02,14.445,0.205,1.814,9.948,-0.015,0.908,0.085,2.919,0.046,1.463,2.934,0.002,-0.075,0.144,1994-02-23,15.486,0.196,2.396,9.133,0.139,0.967,0.178,3.881,0.089,2.162,3.742,0.014,0.07,0.144,1994-04-26,15.733,0.133,2.796,8.952,-0.414,1.035,-0.388,3.545,-0.217,2.033,3.959,0.004,-0.474,0.144,1994-07-29,13.812,0.124,2.752,6.116,-1.065,1.315,-1.063,3.892,-0.61,1.877,4.957,0.006,-1.136,0.144,1994-10-25,14.219,0.061,3.395,4.226,-0.425,1.566,-0.473,4.654,-0.27,2.111,5.079,0.005,-0.524,0.144,1995-03-01,14.804,0.052,3.668,2.37,0.036,1.847,-1.068,6.135,-1.068,2.73,6.099,0.026,-0.089,0.144,1995-04-28,13.387,0.0,2.468,2.281,-0.726,1.969,-0.425,4.681,-0.425,2.412,5.407,0.015,-0.846,0.134,1995-07-31,14.869,0.0,4.629,2.153,-0.79,2.189,-0.76,6.393,-0.76,4.182,7.183,0.008,-0.93,0.124,1995-10-30,14.659,0.0,4.055,1.339,0.192,2.127,0.07,7.118,0.07,3.126,6.926,0.011,0.037,0.061,1996-02-29,15.525,0.013,4.477,1.922,0.251,2.177,0.085,7.554,0.085,4.331,7.303,0.008,0.087,0.039
112,46185810,INVIVO CORP,SAFE.1,1992-10-14,14.508,0.189,2.002,7.566,0.315,0.615,0.605,3.444,0.484,1.91,3.129,0.003,0.252,0.161,1993-02-10,12.012,1.837,6.437,0.083,0.244,1.463,-7.137,3.175,-7.232,1.702,2.931,0.004,0.171,1.051,1993-04-20,12.662,2.105,6.688,0.316,0.758,2.021,0.637,6.15,0.319,3.002,5.392,0.05,0.659,1.126,1993-08-24,13.613,1.906,7.092,0.339,1.065,1.985,0.901,6.52,0.448,2.945,5.455,0.05,0.931,1.272,1993-10-12,13.399,1.761,6.702,0.129,1.136,1.997,0.998,6.863,0.629,3.287,5.727,0.037,1.016,1.058,1994-01-12,16.741,3.631,9.326,0.113,1.257,2.027,1.123,6.603,0.696,3.1,5.346,0.031,1.151,1.76,1994-04-19,17.797,3.542,9.574,0.108,1.251,2.169,1.151,7.115,0.764,3.486,5.864,0.033,1.18,2.161,1994-08-16,17.427,3.366,8.29,0.216,1.432,2.157,1.283,7.22,0.792,3.369,5.788,0.04,1.298,1.617,1994-10-18,18.307,1.278,8.504,0.153,1.178,2.294,1.029,7.587,0.659,3.536,6.409,0.03,1.054,3.175,1995-01-18,18.51,1.105,7.97,0.157,1.274,2.396,1.152,7.464,0.736,3.595,6.19,0.028,1.151,3.207,1995-04-19,19.547,1.016,8.046,0.139,1.627,2.505,1.491,8.525,0.94,3.957,6.898,0.029,1.491,3.236,1995-07-26,19.86,0.926,7.244,0.322,1.735,2.516,1.581,8.913,1.013,4.245,7.178,0.028,1.608,2.483
113,26791110,EA ENGINEERING SCI & TECH,EACO.,1992-12-18,30.599,2.352,18.865,3.135,0.806,4.566,0.261,12.104,0.157,9.72,11.298,0.142,0.403,6.632,1993-03-30,24.609,2.221,12.665,3.285,0.782,4.319,0.288,11.865,0.171,9.246,11.083,0.131,0.419,2.575,1993-06-23,26.199,2.09,13.913,2.048,0.875,4.185,0.471,13.131,0.284,10.388,12.256,0.087,0.558,3.852,1993-09-21,28.471,5.034,15.75,4.049,1.051,4.24,0.653,15.841,0.392,12.386,14.79,0.078,0.731,0.605,1993-12-16,30.547,4.883,17.163,1.772,1.197,4.135,0.81,16.072,0.486,12.724,14.875,0.061,0.871,0.605,1994-03-09,29.848,4.731,16.063,3.247,0.875,3.971,0.476,14.35,0.285,11.389,13.475,0.06,0.536,0.605,1994-07-06,28.962,5.002,14.632,1.853,1.224,4.432,0.725,16.047,0.436,12.629,14.823,0.071,0.796,0.847,1994-09-20,31.575,4.798,16.398,3.989,1.462,4.366,1.027,17.279,0.616,13.541,15.817,0.075,1.102,0.84,1994-12-14,32.323,4.607,16.255,1.052,1.724,4.278,1.2,17.959,0.72,15.105,16.235,0.108,1.308,0.82,1995-03-20,32.637,4.415,14.948,2.638,1.353,4.174,0.836,16.735,0.501,14.263,15.382,0.097,0.933,0.8,1995-06-26,34.79,4.224,16.364,1.504,1.599,4.068,1.093,18.526,0.656,15.758,16.927,0.105,1.198,0.779,1995-09-21,36.368,4.033,17.488,3.814,1.098,3.8,0.583,19.251,0.35,16.936,18.153,0.119,0.702,0.765
114,44378410,HUDSON GENERAL CORP,HGC.1,1992-11-13,78.47,38.767,64.618,5.132,1.706,38.306,-1.038,30.074,-0.78,25.292,28.368,0.511,-0.113,2.6,1993-02-12,80.89,39.267,67.526,6.332,2.96,38.067,-0.274,31.338,-0.355,25.341,28.378,0.515,1.161,3.116,1993-05-12,85.063,37.313,68.686,9.918,7.365,37.269,4.534,39.919,2.892,28.818,32.554,0.415,5.567,2.133,1993-09-03,72.414,32.7,60.273,6.376,3.715,32.491,-3.529,30.855,-3.937,23.709,27.14,0.335,1.929,2.133,1993-11-08,71.449,32.167,58.536,6.818,3.118,32.074,0.706,28.818,1.136,22.649,25.7,0.364,1.466,2.133,1994-02-08,75.12,31.0,61.816,6.969,3.333,33.606,0.7,30.715,0.393,24.171,27.382,0.352,1.518,2.0,1994-05-16,84.562,29.5,67.322,6.418,9.774,30.82,7.164,50.91,4.242,34.582,41.136,0.329,7.913,0.0,1994-08-16,77.889,29.0,58.666,6.727,5.62,31.047,3.149,31.632,1.989,25.022,26.012,0.238,3.906,0.0,1994-11-10,76.414,29.0,56.658,5.796,2.559,31.027,0.347,31.348,0.235,25.435,28.789,0.193,1.022,0.0,1995-02-08,79.607,29.0,59.992,4.202,3.422,32.959,0.842,33.177,0.633,26.193,29.755,0.158,1.663,0.0,1995-05-10,84.142,29.0,61.068,11.196,6.063,32.134,2.699,37.953,3.474,28.429,31.89,0.116,3.475,0.0,1995-08-17,87.568,29.0,65.952,12.613,3.033,33.864,0.355,32.975,0.251,26.013,29.942,0.092,1.389,0.0
115,28506910,ELECTRO CATHETER CORP,3ECTHE,1993-01-19,6.024,0.465,1.704,1.736,-0.024,0.854,-0.054,1.919,-0.054,0.863,1.943,0.016,-0.054,0.275,1993-04-19,5.759,0.386,1.439,1.221,0.02,0.824,-0.027,2.124,-0.027,1.026,2.104,0.016,-0.022,0.301,1993-07-12,5.505,0.106,1.24,0.766,-0.234,0.832,-0.271,2.183,-0.271,1.099,2.417,0.009,-0.268,0.316,1993-12-15,4.956,0.032,1.13,0.425,-0.413,0.816,-0.452,1.929,-0.452,1.022,2.342,0.006,-0.449,0.312,1994-01-14,4.617,0.094,1.088,0.271,-0.28,0.807,-0.316,1.756,-0.316,0.908,2.036,0.009,-0.309,0.296,1994-04-15,4.347,0.28,1.255,0.203,-0.441,0.8,-0.493,1.729,-0.493,1.004,2.17,0.013,-0.48,0.281,1994-07-18,4.189,0.463,1.527,0.382,-0.388,0.759,-0.474,1.824,-0.474,0.981,2.212,0.034,-0.44,0.268,1994-12-19,4.27,0.638,1.66,0.376,-0.211,0.724,-0.089,1.939,-0.089,1.066,2.15,0.037,-0.259,0.018,1995-01-18,4.127,0.696,1.729,0.268,-0.149,0.693,-0.219,1.627,-0.219,0.835,1.776,0.028,-0.191,0.08,1995-03-30,3.959,0.758,1.734,0.007,-0.117,0.661,-0.18,1.873,-0.18,1.01,1.99,0.029,-0.154,0.139,1995-07-17,4.269,0.695,1.912,0.218,-0.307,0.63,-0.37,1.775,-0.37,0.887,2.082,0.028,-0.343,0.198,1995-12-19,4.382,1.201,2.342,0.304,-0.197,0.599,-0.367,1.988,-0.367,0.93,2.185,0.083,-0.281,0.013
116,54890010,LOWRANCE ELECTRONICS INC,LEIX,1992-12-15,27.635,7.512,18.342,0.714,-0.368,5.65,-1.126,11.189,-0.743,7.009,11.557,0.163,-0.785,0.867,1993-03-16,36.453,3.704,27.182,0.614,0.886,6.179,-0.024,19.041,-0.02,12.533,18.155,0.269,0.485,12.313,1993-06-15,37.059,3.408,24.927,0.927,5.407,6.175,4.317,31.067,2.859,19.238,25.66,0.286,4.991,8.082,1993-10-29,28.376,5.269,15.746,0.535,2.2,6.747,1.256,18.337,0.904,10.98,16.137,0.178,1.742,1.146,1993-12-15,35.405,2.864,23.929,0.667,-0.867,7.112,-1.665,12.175,-1.076,7.393,13.042,0.193,-1.268,9.553,1994-03-15,45.22,8.072,33.729,0.672,0.918,8.419,-0.133,18.583,-0.088,12.288,17.665,0.27,0.389,10.238,1994-06-14,47.837,8.869,35.462,2.094,2.811,8.807,1.498,31.614,0.966,21.624,28.803,0.439,2.262,11.616,1994-11-01,35.028,9.379,23.037,0.976,0.14,8.744,-1.363,18.878,-0.474,12.403,18.738,0.362,-0.593,2.857,1994-12-15,37.004,9.203,26.123,0.919,-0.732,8.395,-1.856,14.215,-1.203,9.342,14.947,0.264,-1.34,3.058,1995-03-17,44.375,8.844,33.066,0.928,3.108,8.373,0.723,25.417,0.445,16.279,22.309,0.344,2.462,9.288,1995-06-15,48.012,9.983,34.585,0.72,4.675,8.335,3.195,32.151,2.181,19.887,27.476,0.51,4.081,10.755,1995-11-01,40.228,9.975,26.776,0.643,1.535,8.691,-0.001,19.333,-0.001,12.059,17.798,0.463,0.903,3.499
117,82508710,SHOPCO LAUREL CENTRE  -LP,3LSCZZ,1993-05-19,65.348,42.706,44.281,5.872,1.309,58.744,-0.102,2.352,-0.101,1.043,1.043,1.049,0.852,0.0,1993-08-17,65.66,43.737,45.18,6.618,1.438,58.388,0.018,2.555,0.017,1.117,1.117,1.088,0.981,0.0,1993-11-18,66.155,44.785,46.523,6.557,1.192,58.063,-0.247,2.455,-0.245,1.263,1.263,1.106,0.732,0.0,1994-04-01,66.689,45.868,47.57,7.685,1.576,57.76,0.086,2.775,0.085,1.199,1.199,1.141,1.114,0.0,1994-05-18,67.038,46.983,48.534,8.63,1.476,57.359,-0.014,2.646,-0.015,1.17,1.17,1.153,1.009,0.0,1994-08-17,67.142,48.102,49.575,9.583,1.22,56.902,-0.337,2.506,-0.334,1.286,1.286,1.196,0.755,0.0,1994-11-17,67.612,49.26,50.85,9.442,1.304,56.599,-0.205,2.662,-0.203,1.358,1.358,1.218,0.835,0.0,1995-04-05,68.288,50.458,52.036,10.432,1.645,56.346,0.096,2.717,0.095,1.072,1.072,1.256,1.173,0.0,1995-05-17,68.813,51.667,53.162,11.039,1.561,56.573,-0.001,2.772,-0.002,1.211,1.211,1.267,1.078,0.0,1995-08-16,69.368,52.925,54.409,11.512,1.453,56.853,-0.091,2.708,-0.09,1.255,1.255,1.315,0.959,0.0,1995-11-17,70.098,54.203,55.843,11.875,1.44,56.421,-0.117,2.768,-0.116,1.328,1.328,1.337,0.942,0.0,1996-04-03,70.773,0.0,57.246,13.427,1.491,55.934,-0.109,2.68,-0.107,1.189,1.189,1.38,0.981,55.526
118,91390040,UNIVERSAL INTL INC,UNIV.,1993-04-30,35.486,0.0,12.567,0.109,-1.191,5.329,-1.45,12.833,-1.45,10.155,14.024,0.118,-1.334,8.152,1993-07-30,33.215,0.0,11.345,0.406,-0.79,5.178,-1.049,11.156,-1.049,8.191,11.946,0.125,-0.961,7.268,1993-11-11,32.704,0.0,11.921,0.627,-0.786,5.32,-1.087,12.099,-1.087,8.666,12.885,0.139,-0.951,8.753,1994-03-17,26.922,0.738,5.819,0.283,0.636,5.304,0.32,17.359,0.32,12.072,16.723,0.119,0.429,0.0,1994-05-11,26.718,2.145,7.013,0.11,-1.174,5.139,-1.397,11.523,-1.397,8.469,12.697,0.052,-1.356,0.0,1994-08-05,26.419,2.121,7.95,0.14,-0.989,4.627,-1.237,12.528,-1.237,8.556,13.517,0.069,-1.172,0.0,1994-10-19,26.779,2.128,8.207,0.109,0.325,4.555,0.104,13.543,0.104,9.444,13.218,0.066,0.163,0.0,1995-03-20,27.346,0.0,7.867,1.221,1.12,4.564,0.907,19.592,0.907,13.285,18.472,0.057,0.955,0.0,1995-05-16,31.307,1.701,11.185,0.947,-0.24,4.507,-0.511,14.91,-0.312,9.418,15.15,0.105,-0.414,1.973,1995-07-27,32.865,1.683,13.105,0.695,-0.052,4.681,-0.361,17.207,-0.244,11.203,17.259,0.155,-0.218,4.096,1995-10-25,34.716,1.673,15.059,0.46,0.238,5.166,-0.103,18.289,0.257,11.65,18.051,0.19,0.075,5.41,1996-03-05,35.509,4.044,14.224,0.811,2.057,7.042,1.658,26.564,1.609,15.542,24.507,0.217,1.847,0.421
119,69329350,PDK LABS INC,PDKL,1993-03-22,23.517,2.666,4.405,7.09,0.901,2.61,0.472,3.652,0.292,1.349,2.751,0.043,0.435,0.308,1993-06-24,23.962,2.668,4.61,6.085,1.105,2.653,0.498,4.729,0.308,1.581,3.624,0.052,0.502,0.205,1993-10-14,24.925,3.417,5.488,5.701,0.619,2.734,0.246,4.414,0.154,1.684,3.795,0.051,0.268,0.104,1994-02-09,25.684,0.737,6.389,5.7,0.726,2.818,0.128,5.953,0.026,2.546,5.227,0.076,0.213,2.902,1994-04-05,28.087,1.659,8.428,4.746,1.197,2.911,0.539,4.318,0.334,1.439,3.121,0.024,0.563,4.252,1994-07-20,28.657,1.959,8.285,4.833,1.179,2.903,0.409,5.195,0.254,1.838,4.016,0.049,0.458,4.324,1994-10-07,32.469,4.473,7.756,9.614,0.994,2.888,2.583,4.925,1.601,1.883,3.931,0.135,0.359,0.36,1995-02-08,33.533,4.356,8.19,9.32,0.79,3.154,-0.184,6.714,-0.415,3.466,5.924,0.101,0.056,0.381,1995-04-17,37.087,5.284,9.342,6.947,1.233,3.173,0.777,5.575,0.337,2.24,4.342,0.143,0.551,0.379,1995-07-19,38.515,6.695,10.286,5.093,0.874,3.166,0.111,7.036,-0.093,3.208,6.162,0.129,0.116,0.469,1995-10-16,39.643,6.807,11.332,5.976,1.377,3.297,-0.009,8.113,0.008,3.497,6.736,0.149,0.552,1.261,1996-03-06,41.943,8.251,13.391,6.034,1.579,3.408,-0.819,11.18,-0.432,4.781,9.601,0.172,0.462,1.174
120,23386030,DAIRY MART CONVENIENCE STRS,3DMCSQ,1993-06-16,176.537,72.899,144.068,7.304,4.269,95.216,-0.542,142.015,-0.32,102.04,137.746,1.918,1.044,8.976,1993-09-07,175.724,71.032,140.698,6.568,9.03,95.237,4.048,158.777,2.424,112.195,149.747,1.955,5.805,9.108,1993-12-08,172.821,67.648,136.401,6.315,7.134,94.341,2.233,149.587,1.339,104.035,142.453,1.878,4.007,9.175,1994-04-29,169.442,73.234,135.572,6.632,2.958,93.774,-2.637,140.372,-2.577,99.084,137.414,1.893,-0.365,4.109,1994-06-14,180.214,88.617,148.294,15.152,3.066,92.845,-2.682,141.255,-1.971,102.28,138.189,2.189,-0.208,1.403,1994-09-19,183.016,89.017,152.95,16.064,5.291,92.735,-3.164,161.813,-1.898,117.314,156.522,2.445,2.199,1.555,1994-12-14,179.339,89.005,148.889,10.925,6.705,96.259,0.624,157.067,0.368,111.65,150.362,2.361,3.735,1.626,1995-05-16,172.228,88.698,149.411,6.565,3.315,70.578,-12.097,136.647,-7.649,96.036,133.332,2.224,0.174,1.57,1995-06-08,171.694,88.097,149.169,15.059,4.78,72.065,-0.569,133.442,-0.329,95.182,128.662,2.361,1.792,1.57,1995-08-29,173.288,88.364,148.486,18.498,9.419,74.723,3.977,151.26,2.237,105.674,141.841,2.262,6.492,1.711,1995-12-06,166.679,87.874,142.266,17.797,7.027,77.21,-0.674,143.492,-0.405,99.733,136.465,2.359,3.882,1.703,1996-05-02,164.938,99.451,155.73,12.654,3.805,80.387,-11.954,143.117,-7.503,100.569,139.312,2.679,0.475,1.43
